district,configuration,facility,facility_has_full_accessibility,start_date,end_date,lead_time_days
mwinilunga dho,xdock,kanyihampa,TRUE,2009-06-04,2009-06-08,4
mwinilunga dho,xdock,kanyihampa,TRUE,2009-07-10,2009-07-15,5
mwinilunga dho,xdock,kanyihampa,TRUE,2009-08-07,2009-09-10,34
mwinilunga dho,xdock,kanyihampa,TRUE,2009-09-03,2009-09-10,7
mwinilunga dho,xdock,kanyihampa,TRUE,2009-10-08,2009-11-16,39
mwinilunga dho,xdock,kanyihampa,TRUE,2009-11-05,2009-11-16,11
mwinilunga dho,xdock,kanyihampa,TRUE,2009-12-03,2010-01-06,34
mwinilunga dho,xdock,kanyihampa,TRUE,2010-01-06,2010-02-06,31
mwinilunga dho,xdock,kanyihampa,TRUE,2010-02-03,2010-02-06,3
mwinilunga dho,xdock,kanyihampa,TRUE,2010-03-03,2010-04-08,36
mwinilunga dho,xdock,sakapoti,FALSE,2009-07-10,2009-07-23,13
mwinilunga dho,xdock,sakapoti,FALSE,2009-08-07,2009-08-11,4
mwinilunga dho,xdock,sakapoti,FALSE,2009-09-03,2009-09-18,15
mwinilunga dho,xdock,sakapoti,FALSE,2009-10-08,2009-10-23,15
mwinilunga dho,xdock,sakapoti,FALSE,2009-11-05,2009-11-27,22
mwinilunga dho,xdock,sakapoti,FALSE,2009-12-03,2009-12-16,13
mwinilunga dho,xdock,sakapoti,FALSE,2010-01-06,2010-01-23,17
mwinilunga dho,xdock,sakapoti,FALSE,2010-02-03,2010-02-09,6
mwinilunga dho,xdock,sakapoti,FALSE,2010-03-03,2010-03-22,19
mwinilunga dho,xdock,sakapoti,FALSE,2010-04-08,2010-04-16,8
kabompo dho,istock,chifuwe south,FALSE,2009-07-08,2009-08-08,31
kabompo dho,istock,chifuwe south,FALSE,2009-08-08,2009-09-25,48
kabompo dho,istock,chifuwe south,FALSE,2009-09-04,2009-09-25,21
kabompo dho,istock,chifuwe south,FALSE,2009-10-07,2009-10-27,20
kabompo dho,istock,chifuwe south,FALSE,2009-11-09,2009-11-29,20
kabompo dho,istock,chifuwe south,FALSE,2009-12-04,2009-12-28,24
kabompo dho,istock,chifuwe south,FALSE,2010-01-04,2010-01-06,2
kabompo dho,istock,chifuwe south,FALSE,2010-02-02,2010-03-27,53
kabompo dho,istock,chifuwe south,FALSE,2010-03-05,2010-03-27,22
kabompo dho,istock,chifuwe south,FALSE,2010-04-06,2010-04-22,16
kabompo dho,istock,kabompo,TRUE,2009-08-03,2009-09-22,50
kabompo dho,istock,kabompo,TRUE,2009-09-09,2009-09-22,13
kabompo dho,istock,kabompo,TRUE,2009-10-05,2009-11-27,53
kabompo dho,istock,kabompo,TRUE,2009-11-09,2009-11-27,18
kabompo dho,istock,kabompo,TRUE,2009-12-04,2009-12-22,18
kabompo dho,istock,kabompo,TRUE,2010-01-04,2010-01-22,18
kabompo dho,istock,kabompo,TRUE,2010-02-11,2010-02-22,11
kabompo dho,istock,kabompo,TRUE,2010-04-07,2010-04-19,12
kabompo dho,istock,kasamba,TRUE,2009-08-03,2009-08-06,3
kabompo dho,istock,kasamba,TRUE,2009-09-04,2009-09-25,21
kabompo dho,istock,kasamba,TRUE,2009-10-05,2009-10-28,23
kabompo dho,istock,kasamba,TRUE,2009-11-09,2009-11-29,20
kabompo dho,istock,kasamba,TRUE,2009-12-04,2009-12-29,25
kabompo dho,istock,kasamba,TRUE,2010-01-04,2010-01-28,24
kabompo dho,istock,kasamba,TRUE,2010-02-08,2010-03-27,47
kabompo dho,istock,kasamba,TRUE,2010-04-07,2010-04-22,15
kabompo dho,istock,saint kalemba,TRUE,2009-08-03,2009-09-25,53
kabompo dho,istock,saint kalemba,TRUE,2009-09-07,2009-09-25,18
kabompo dho,istock,saint kalemba,TRUE,2009-10-01,2009-10-28,27
kabompo dho,istock,saint kalemba,TRUE,2009-11-05,2009-11-29,24
kabompo dho,istock,saint kalemba,TRUE,2009-12-05,2009-12-29,24
kabompo dho,istock,saint kalemba,TRUE,2010-01-10,2010-03-27,76
kabompo dho,istock,saint kalemba,TRUE,2010-02-05,2010-03-27,50
kabompo dho,istock,saint kalemba,TRUE,2010-03-05,2010-03-27,22
kabompo dho,istock,saint kalemba,TRUE,2010-04-06,2010-04-22,16
kabompo dho,istock,kabulamema,TRUE,2009-08-03,2009-08-06,3
kabompo dho,istock,kabulamema,TRUE,2009-09-09,2009-09-28,19
kabompo dho,istock,kabulamema,TRUE,2009-10-06,2009-10-23,17
kabompo dho,istock,kabulamema,TRUE,2009-11-09,2009-11-27,18
kabompo dho,istock,kabulamema,TRUE,2009-12-04,2009-12-24,20
kabompo dho,istock,kabulamema,TRUE,2010-01-04,2010-01-25,21
kabompo dho,istock,kabulamema,TRUE,2010-02-02,2010-02-26,24
kabompo dho,istock,kabulamema,TRUE,2010-03-05,2010-03-23,18
kabompo dho,istock,kabulamema,TRUE,2010-04-07,2010-04-21,14
kabompo dho,istock,mumbeji,TRUE,2009-08-02,2009-08-03,1
kabompo dho,istock,mumbeji,TRUE,2009-09-03,2009-09-28,25
kabompo dho,istock,mumbeji,TRUE,2009-10-08,2009-10-23,15
kabompo dho,istock,mumbeji,TRUE,2009-11-06,2009-11-27,21
kabompo dho,istock,mumbeji,TRUE,2009-12-06,2009-12-24,18
kabompo dho,istock,mumbeji,TRUE,2010-01-10,2010-01-25,15
kabompo dho,istock,mumbeji,TRUE,2010-02-04,2010-02-26,22
kabompo dho,istock,mumbeji,TRUE,2010-04-09,2010-04-21,12
kabompo dho,istock,nkulwashi,TRUE,2009-07-09,2009-08-06,28
kabompo dho,istock,nkulwashi,TRUE,2009-08-09,2009-09-28,50
kabompo dho,istock,nkulwashi,TRUE,2009-09-04,2009-09-28,24
kabompo dho,istock,nkulwashi,TRUE,2009-10-02,2009-10-23,21
kabompo dho,istock,nkulwashi,TRUE,2009-11-02,2009-11-27,25
kabompo dho,istock,nkulwashi,TRUE,2009-12-04,2009-12-24,20
kabompo dho,istock,nkulwashi,TRUE,2010-01-04,2010-01-25,21
kabompo dho,istock,nkulwashi,TRUE,2010-02-05,2010-02-26,21
kabompo dho,istock,nkulwashi,TRUE,2010-03-05,2010-03-23,18
kabompo dho,istock,nkulwashi,TRUE,2010-04-07,2010-04-21,14
kabompo dho,istock,chikonkwelo,FALSE,2009-08-03,2009-09-29,57
kabompo dho,istock,chikonkwelo,FALSE,2009-09-03,2009-09-29,26
kabompo dho,istock,chikonkwelo,FALSE,2009-10-05,2009-10-28,23
kabompo dho,istock,chikonkwelo,FALSE,2009-11-09,2009-11-28,19
kabompo dho,istock,chikonkwelo,FALSE,2009-12-04,2009-12-30,26
kabompo dho,istock,chikonkwelo,FALSE,2010-01-04,2010-01-27,23
kabompo dho,istock,chikonkwelo,FALSE,2010-02-03,2010-03-28,53
kabompo dho,istock,chikonkwelo,FALSE,2010-03-03,2010-03-28,25
kabompo dho,istock,chikonkwelo,FALSE,2010-04-01,2010-04-24,23
kabompo dho,istock,dyambombola,FALSE,2009-08-03,2009-08-08,5
kabompo dho,istock,dyambombola,FALSE,2009-09-07,2009-09-23,16
kabompo dho,istock,dyambombola,FALSE,2009-10-12,2009-10-22,10
kabompo dho,istock,dyambombola,FALSE,2009-11-05,2009-11-28,23
kabompo dho,istock,dyambombola,FALSE,2009-12-06,2009-12-31,25
kabompo dho,istock,dyambombola,FALSE,2010-01-09,2010-03-28,78
kabompo dho,istock,dyambombola,FALSE,2010-02-04,2010-03-28,52
kabompo dho,istock,dyambombola,FALSE,2010-03-03,2010-03-28,25
kabompo dho,istock,dyambombola,FALSE,2010-04-12,2010-04-24,12
kabompo dho,istock,kalunga,FALSE,2009-08-03,2009-08-08,5
kabompo dho,istock,kalunga,FALSE,2009-09-09,2009-09-21,12
kabompo dho,istock,kalunga,FALSE,2009-10-09,2009-10-28,19
kabompo dho,istock,kalunga,FALSE,2009-11-05,2009-11-28,23
kabompo dho,istock,kalunga,FALSE,2009-12-03,2009-12-30,27
kabompo dho,istock,kalunga,FALSE,2010-01-04,2010-01-29,25
kabompo dho,istock,kalunga,FALSE,2010-02-04,2010-04-24,79
kabompo dho,istock,kalunga,FALSE,2010-03-03,2010-04-24,52
kabompo dho,istock,kalunga,FALSE,2010-04-07,2010-04-24,17
kabompo dho,istock,kashinakaji,TRUE,2009-08-03,2009-08-08,5
kabompo dho,istock,kashinakaji,TRUE,2009-09-03,2009-09-23,20
kabompo dho,istock,kashinakaji,TRUE,2009-10-07,2009-10-22,15
kabompo dho,istock,kashinakaji,TRUE,2009-11-10,2009-11-28,18
kabompo dho,istock,kashinakaji,TRUE,2009-12-03,2009-12-31,28
kabompo dho,istock,kashinakaji,TRUE,2010-01-03,2010-01-25,22
kabompo dho,istock,kashinakaji,TRUE,2010-02-04,2010-03-25,49
kabompo dho,istock,kashinakaji,TRUE,2010-04-09,2010-04-23,14
kabompo dho,istock,kayombo,FALSE,2009-08-03,2009-08-08,5
kabompo dho,istock,kayombo,FALSE,2009-09-07,2009-09-29,22
kabompo dho,istock,kayombo,FALSE,2009-10-05,2009-10-28,23
kabompo dho,istock,kayombo,FALSE,2009-11-04,2009-11-28,24
kabompo dho,istock,kayombo,FALSE,2009-12-04,2009-12-30,26
kabompo dho,istock,kayombo,FALSE,2010-01-04,2010-01-27,23
kabompo dho,istock,kayombo,FALSE,2010-02-04,2010-03-28,52
kabompo dho,istock,kayombo,FALSE,2010-03-03,2010-03-28,25
kabompo dho,istock,kayombo,FALSE,2010-04-06,2010-04-24,18
kabompo dho,istock,luansongwa,TRUE,2009-08-03,2009-08-08,5
kabompo dho,istock,luansongwa,TRUE,2009-09-08,2009-09-23,15
kabompo dho,istock,luansongwa,TRUE,2009-10-05,2009-10-22,17
kabompo dho,istock,luansongwa,TRUE,2009-11-05,2009-11-28,23
kabompo dho,istock,luansongwa,TRUE,2009-12-04,2009-12-31,27
kabompo dho,istock,luansongwa,TRUE,2010-01-04,2010-01-26,22
kabompo dho,istock,luansongwa,TRUE,2010-02-04,2010-03-25,49
kabompo dho,istock,luansongwa,TRUE,2010-04-12,2010-04-23,11
kabompo dho,istock,mayawu,TRUE,2009-08-09,2009-09-08,30
kabompo dho,istock,mayawu,TRUE,2009-09-09,2009-10-22,43
kabompo dho,istock,mayawu,TRUE,2009-10-09,2009-10-22,13
kabompo dho,istock,mayawu,TRUE,2009-11-05,2009-11-28,23
kabompo dho,istock,mayawu,TRUE,2009-12-05,2009-12-31,26
kabompo dho,istock,mayawu,TRUE,2010-01-08,2010-01-26,18
kabompo dho,istock,mayawu,TRUE,2010-02-03,2010-03-25,50
kabompo dho,istock,mayawu,TRUE,2010-03-02,2010-03-25,23
kabompo dho,istock,mayawu,TRUE,2010-04-07,2010-04-23,16
kabompo dho,istock,ndungo,FALSE,2009-09-07,2009-09-28,21
kabompo dho,istock,ndungo,FALSE,2009-11-04,2009-11-29,25
kabompo dho,istock,ndungo,FALSE,2009-12-04,2009-12-28,24
kabompo dho,istock,ndungo,FALSE,2010-01-04,2010-01-06,2
kabompo dho,istock,ndungo,FALSE,2010-02-02,2010-03-27,53
kabompo dho,istock,ndungo,FALSE,2010-04-06,2010-04-22,16
kabompo dho,istock,loloma,TRUE,2009-08-10,2009-09-22,43
kabompo dho,istock,loloma,TRUE,2009-09-08,2009-09-22,14
kabompo dho,istock,loloma,TRUE,2009-10-05,2009-10-28,23
kabompo dho,istock,loloma,TRUE,2009-11-04,2009-11-27,23
kabompo dho,istock,loloma,TRUE,2009-12-04,2009-12-22,18
kabompo dho,istock,loloma,TRUE,2010-01-04,2010-01-22,18
kabompo dho,istock,loloma,TRUE,2010-02-08,2010-03-22,42
kabompo dho,istock,loloma,TRUE,2010-04-08,2010-04-23,15
milenge dho,istock,milenge east 7,TRUE,2009-06-03,2009-06-08,5
milenge dho,istock,milenge east 7,TRUE,2009-07-01,2009-07-07,6
milenge dho,istock,milenge east 7,TRUE,2009-08-01,2009-08-11,10
milenge dho,istock,milenge east 7,TRUE,2009-09-01,2009-09-04,3
milenge dho,istock,milenge east 7,TRUE,2009-10-07,2009-10-09,2
milenge dho,istock,milenge east 7,TRUE,2009-11-04,2009-11-16,12
milenge dho,istock,milenge east 7,TRUE,2009-12-03,2009-12-05,2
milenge dho,istock,milenge east 7,TRUE,2010-01-01,2010-01-06,5
milenge dho,istock,milenge east 7,TRUE,2010-02-01,2010-02-09,8
milenge dho,istock,milenge east 7,TRUE,2010-03-03,2010-04-10,38
milenge dho,istock,milenge east 7,TRUE,2010-04-01,2010-04-10,9
milenge dho,istock,sokontwe,FALSE,2009-06-08,2009-06-12,4
milenge dho,istock,sokontwe,FALSE,2009-07-01,2009-07-08,7
milenge dho,istock,sokontwe,FALSE,2009-08-05,2009-08-13,8
milenge dho,istock,sokontwe,FALSE,2009-09-08,2009-09-18,10
milenge dho,istock,sokontwe,FALSE,2009-10-06,2009-10-19,13
milenge dho,istock,sokontwe,FALSE,2009-11-03,2009-11-16,13
milenge dho,istock,sokontwe,FALSE,2009-11-04,2009-11-16,12
milenge dho,istock,sokontwe,FALSE,2010-01-05,2010-01-11,6
milenge dho,istock,sokontwe,FALSE,2010-02-02,2010-02-10,8
milenge dho,istock,sokontwe,FALSE,2010-03-07,2010-04-17,41
milenge dho,istock,sokontwe,FALSE,2010-04-05,2010-04-17,12
milenge dho,istock,kapalala,TRUE,2009-05-07,2009-05-21,14
milenge dho,istock,kapalala,TRUE,2009-06-08,2009-06-12,4
milenge dho,istock,kapalala,TRUE,2009-07-01,2009-07-08,7
milenge dho,istock,kapalala,TRUE,2009-08-06,2009-08-12,6
milenge dho,istock,kapalala,TRUE,2009-09-02,2009-09-14,12
milenge dho,istock,kapalala,TRUE,2009-10-08,2009-10-19,11
milenge dho,istock,kapalala,TRUE,2009-11-03,2009-11-16,13
milenge dho,istock,kapalala,TRUE,2009-12-05,2009-12-19,14
milenge dho,istock,kapalala,TRUE,2010-01-07,2010-01-12,5
milenge dho,istock,kapalala,TRUE,2010-02-01,2010-02-09,8
milenge dho,istock,kapalala,TRUE,2010-03-05,2010-04-15,41
milenge dho,istock,lungo mukuta,TRUE,2009-06-04,2009-06-11,7
milenge dho,istock,lungo mukuta,TRUE,2009-07-01,2009-08-15,45
milenge dho,istock,lungo mukuta,TRUE,2009-08-01,2009-08-15,14
milenge dho,istock,lungo mukuta,TRUE,2009-09-08,2009-09-30,22
milenge dho,istock,lungo mukuta,TRUE,2009-10-04,2009-10-08,4
milenge dho,istock,lungo mukuta,TRUE,2009-11-02,2009-11-06,4
milenge dho,istock,lungo mukuta,TRUE,2009-12-06,2010-01-05,30
milenge dho,istock,lungo mukuta,TRUE,2010-01-05,2010-04-09,94
milenge dho,istock,lungo mukuta,TRUE,2010-02-02,2010-04-09,66
milenge dho,istock,lungo mukuta,TRUE,2010-03-02,2010-04-09,38
milenge dho,istock,lungo mukuta,TRUE,2010-04-02,2010-04-09,7
milenge dho,istock,chibende,TRUE,2009-06-08,2009-06-14,6
milenge dho,istock,chibende,TRUE,2009-07-01,2009-07-12,11
milenge dho,istock,chibende,TRUE,2009-08-04,2009-08-20,16
milenge dho,istock,chibende,TRUE,2009-09-07,2009-09-15,8
milenge dho,istock,chibende,TRUE,2009-11-05,2009-11-20,15
milenge dho,istock,chibende,TRUE,2009-12-06,2009-12-23,17
milenge dho,istock,chibende,TRUE,2010-01-05,2010-01-08,3
milenge dho,istock,chibende,TRUE,2010-02-02,2010-02-12,10
milenge dho,istock,chibende,TRUE,2010-03-04,2010-04-20,47
milenge dho,istock,chibende,TRUE,2010-04-03,2010-04-20,17
milenge dho,istock,lwela,TRUE,2009-06-08,2009-06-14,6
milenge dho,istock,lwela,TRUE,2009-07-02,2009-07-12,10
milenge dho,istock,lwela,TRUE,2009-08-04,2009-08-20,16
milenge dho,istock,lwela,TRUE,2009-09-07,2009-09-15,8
milenge dho,istock,lwela,TRUE,2009-10-02,2009-10-12,10
milenge dho,istock,lwela,TRUE,2009-11-05,2009-11-20,15
milenge dho,istock,lwela,TRUE,2009-12-06,2009-12-23,17
milenge dho,istock,lwela,TRUE,2010-01-02,2010-01-08,6
milenge dho,istock,lwela,TRUE,2010-02-01,2010-02-12,11
milenge dho,istock,lwela,TRUE,2010-03-04,2010-04-20,47
milenge dho,istock,lwela,TRUE,2010-04-03,2010-04-20,17
milenge dho,istock,mulumbi,FALSE,2009-06-11,2009-06-14,3
milenge dho,istock,mulumbi,FALSE,2009-07-03,2009-07-12,9
milenge dho,istock,mulumbi,FALSE,2009-08-04,2009-08-20,16
milenge dho,istock,mulumbi,FALSE,2009-09-07,2009-09-14,7
milenge dho,istock,mulumbi,FALSE,2009-11-05,2009-11-19,14
milenge dho,istock,mulumbi,FALSE,2009-12-07,2009-12-23,16
milenge dho,istock,mulumbi,FALSE,2010-01-05,2010-01-08,3
milenge dho,istock,mulumbi,FALSE,2010-02-02,2010-02-12,10
milenge dho,istock,mulumbi,FALSE,2010-03-04,2010-04-19,46
milenge dho,istock,kabange,TRUE,2009-06-11,2009-06-14,3
milenge dho,istock,kabange,TRUE,2009-07-01,2009-07-12,11
milenge dho,istock,kabange,TRUE,2009-08-04,2009-08-20,16
milenge dho,istock,kabange,TRUE,2009-09-07,2009-09-14,7
milenge dho,istock,kabange,TRUE,2009-11-05,2009-11-19,14
milenge dho,istock,kabange,TRUE,2009-12-06,2009-12-23,17
milenge dho,istock,kabange,TRUE,2010-01-05,2010-01-08,3
milenge dho,istock,kabange,TRUE,2010-02-02,2010-02-12,10
milenge dho,istock,kabange,TRUE,2010-03-04,2010-04-19,46
milenge dho,istock,kabange,TRUE,2010-04-07,2010-04-19,12
mufumbwe dho,istock,kinkonge,TRUE,2009-09-08,2009-09-25,17
mufumbwe dho,istock,kinkonge,TRUE,2009-10-06,2009-10-28,22
mufumbwe dho,istock,kinkonge,TRUE,2009-11-04,2009-11-25,21
mufumbwe dho,istock,kinkonge,TRUE,2009-12-03,2009-12-28,25
mufumbwe dho,istock,kinkonge,TRUE,2010-01-04,2010-01-20,16
mufumbwe dho,istock,kinkonge,TRUE,2010-02-03,2010-02-21,18
mufumbwe dho,istock,kinkonge,TRUE,2010-03-03,2010-03-26,23
mufumbwe dho,istock,kinkonge,TRUE,2010-04-04,2010-04-16,12
mufumbwe dho,istock,kalengwa,TRUE,2009-09-03,2009-09-22,19
mufumbwe dho,istock,kalengwa,TRUE,2009-10-05,2009-10-27,22
mufumbwe dho,istock,kalengwa,TRUE,2009-11-04,2009-11-30,26
mufumbwe dho,istock,kalengwa,TRUE,2009-12-05,2009-12-31,26
mufumbwe dho,istock,kalengwa,TRUE,2010-01-04,2010-01-29,25
mufumbwe dho,istock,kalengwa,TRUE,2010-02-01,2010-02-19,18
mufumbwe dho,istock,kalengwa,TRUE,2010-03-03,2010-04-23,51
mufumbwe dho,istock,kalengwa,TRUE,2010-04-08,2010-04-23,15
mufumbwe dho,istock,lubilo,TRUE,2009-09-02,2009-09-21,19
mufumbwe dho,istock,lubilo,TRUE,2009-10-05,2009-10-26,21
mufumbwe dho,istock,lubilo,TRUE,2009-11-02,2009-11-20,18
mufumbwe dho,istock,lubilo,TRUE,2009-12-03,2009-12-30,27
mufumbwe dho,istock,lubilo,TRUE,2010-01-02,2010-01-15,13
mufumbwe dho,istock,lubilo,TRUE,2010-02-02,2010-02-20,18
mufumbwe dho,istock,lubilo,TRUE,2010-03-02,2010-03-11,9
mufumbwe dho,istock,lubilo,TRUE,2010-04-02,2010-04-20,18
mufumbwe dho,istock,kabipupu,FALSE,2009-09-03,2009-09-22,19
mufumbwe dho,istock,kabipupu,FALSE,2009-10-05,2009-10-27,22
mufumbwe dho,istock,kabipupu,FALSE,2009-11-04,2009-11-30,26
mufumbwe dho,istock,kabipupu,FALSE,2009-12-05,2009-12-31,26
mufumbwe dho,istock,mufumbwe,TRUE,2009-09-02,2009-09-10,8
mufumbwe dho,istock,mufumbwe,TRUE,2009-10-01,2009-10-07,6
mufumbwe dho,istock,mufumbwe,TRUE,2009-11-01,2009-11-07,6
mufumbwe dho,istock,mufumbwe,TRUE,2009-12-02,2009-12-09,7
mufumbwe dho,istock,mufumbwe,TRUE,2010-01-01,2010-01-14,13
mufumbwe dho,istock,mufumbwe,TRUE,2010-02-01,2010-02-05,4
mufumbwe dho,istock,mufumbwe,TRUE,2010-03-03,2010-03-11,8
mufumbwe dho,istock,mufumbwe,TRUE,2010-04-01,2010-04-10,9
mufumbwe dho,istock,boma,TRUE,2009-09-03,2009-09-25,22
mufumbwe dho,istock,boma,TRUE,2009-10-05,2009-10-28,23
mufumbwe dho,istock,boma,TRUE,2009-11-05,2009-11-25,20
mufumbwe dho,istock,boma,TRUE,2009-12-02,2009-12-23,21
mufumbwe dho,istock,boma,TRUE,2010-01-05,2010-01-27,22
mufumbwe dho,istock,boma,TRUE,2010-02-12,2010-03-16,32
mufumbwe dho,istock,boma,TRUE,2010-03-10,2010-03-16,6
mufumbwe dho,istock,boma,TRUE,2010-04-07,2010-04-21,14
mufumbwe dho,istock,matushi,TRUE,2009-09-01,2009-09-21,20
mufumbwe dho,istock,matushi,TRUE,2009-10-05,2009-10-26,21
mufumbwe dho,istock,matushi,TRUE,2009-11-01,2009-11-29,28
mufumbwe dho,istock,matushi,TRUE,2009-12-03,2009-12-30,27
mufumbwe dho,istock,matushi,TRUE,2010-01-02,2010-01-21,19
mufumbwe dho,istock,matushi,TRUE,2010-02-02,2010-02-20,18
mufumbwe dho,istock,matushi,TRUE,2010-03-05,2010-03-11,6
mufumbwe dho,istock,matushi,TRUE,2010-04-05,2010-04-20,15
mufumbwe dho,istock,kaminzekenzeke,TRUE,2009-09-10,2009-09-23,13
mufumbwe dho,istock,kaminzekenzeke,TRUE,2009-10-05,2009-10-29,24
mufumbwe dho,istock,kaminzekenzeke,TRUE,2009-11-05,2009-11-30,25
mufumbwe dho,istock,kaminzekenzeke,TRUE,2009-12-05,2009-12-31,26
mufumbwe dho,istock,kaminzekenzeke,TRUE,2010-01-05,2010-01-19,14
mufumbwe dho,istock,kaminzekenzeke,TRUE,2010-02-01,2010-02-21,20
mufumbwe dho,istock,kaminzekenzeke,TRUE,2010-03-02,2010-03-19,17
mufumbwe dho,istock,kaminzekenzeke,TRUE,2010-04-02,2010-04-22,20
mufumbwe dho,istock,mushima,FALSE,2009-09-01,2009-09-23,22
mufumbwe dho,istock,mushima,FALSE,2009-10-01,2009-10-29,28
mufumbwe dho,istock,mushima,FALSE,2009-11-01,2009-11-30,29
mufumbwe dho,istock,mushima,FALSE,2009-12-05,2010-01-19,45
mufumbwe dho,istock,mushima,FALSE,2010-01-01,2010-01-19,18
mufumbwe dho,istock,mushima,FALSE,2010-02-02,2010-02-21,19
mufumbwe dho,istock,mushima,FALSE,2010-03-03,2010-03-19,16
mufumbwe dho,istock,mushima,FALSE,2010-04-01,2010-04-22,21
mufumbwe dho,istock,kabanda,FALSE,2009-09-07,2009-09-23,16
mufumbwe dho,istock,kabanda,FALSE,2009-10-05,2009-10-29,24
mufumbwe dho,istock,kabanda,FALSE,2009-11-05,2009-11-30,25
mufumbwe dho,istock,kabanda,FALSE,2009-12-05,2010-01-04,30
mufumbwe dho,istock,kabanda,FALSE,2010-01-02,2010-01-04,2
mufumbwe dho,istock,kabanda,FALSE,2010-02-02,2010-02-21,19
mufumbwe dho,istock,kabanda,FALSE,2010-02-04,2010-02-21,17
mufumbwe dho,istock,kabanda,FALSE,2010-04-04,2010-04-22,18
mufumbwe dho,istock,kashima,TRUE,2009-09-07,2009-09-21,14
mufumbwe dho,istock,kashima,TRUE,2009-10-05,2009-10-26,21
mufumbwe dho,istock,kashima,TRUE,2009-11-03,2009-11-29,26
mufumbwe dho,istock,kashima,TRUE,2009-12-04,2009-12-30,26
mufumbwe dho,istock,kashima,TRUE,2010-01-04,2010-01-28,24
mufumbwe dho,istock,kashima,TRUE,2010-02-02,2010-02-20,18
mufumbwe dho,istock,kashima,TRUE,2010-03-05,2010-03-11,6
mufumbwe dho,istock,kashima,TRUE,2010-04-01,2010-04-20,19
mufumbwe dho,istock,munyambala,FALSE,2009-09-08,2009-09-21,13
mufumbwe dho,istock,munyambala,FALSE,2009-10-07,2009-10-26,19
mufumbwe dho,istock,munyambala,FALSE,2009-11-03,2009-11-29,26
mufumbwe dho,istock,munyambala,FALSE,2009-12-02,2009-12-30,28
mufumbwe dho,istock,munyambala,FALSE,2010-01-02,2010-01-15,13
mufumbwe dho,istock,munyambala,FALSE,2010-02-01,2010-02-20,19
mufumbwe dho,istock,munyambala,FALSE,2010-03-02,2010-03-11,9
mufumbwe dho,istock,munyambala,FALSE,2010-04-05,2010-04-20,15
mufumbwe dho,istock,jivundu,FALSE,2009-09-09,2009-11-29,81
mufumbwe dho,istock,jivundu,FALSE,2009-10-12,2009-11-29,48
mufumbwe dho,istock,jivundu,FALSE,2009-11-04,2009-11-29,25
mufumbwe dho,istock,jivundu,FALSE,2009-12-04,2009-12-30,26
mufumbwe dho,istock,jivundu,FALSE,2010-01-07,2010-01-21,14
mufumbwe dho,istock,jivundu,FALSE,2010-02-04,2010-02-20,16
mufumbwe dho,istock,jivundu,FALSE,2010-03-05,2010-03-11,6
mufumbwe dho,istock,miluji,FALSE,2009-09-09,2009-09-11,2
mufumbwe dho,istock,miluji,FALSE,2009-10-15,2009-11-13,29
mufumbwe dho,istock,miluji,FALSE,2009-11-07,2009-11-13,6
nakonde dho,istock,chozi,TRUE,2009-05-11,2009-05-15,4
nakonde dho,istock,chozi,TRUE,2009-06-05,2009-07-07,32
nakonde dho,istock,chozi,TRUE,2009-07-09,2009-07-22,13
nakonde dho,istock,chozi,TRUE,2009-08-06,2009-08-26,20
nakonde dho,istock,chozi,TRUE,2009-09-20,2009-09-29,9
nakonde dho,istock,chozi,TRUE,2009-10-13,2009-10-23,10
nakonde dho,istock,chozi,TRUE,2009-11-04,2009-11-25,21
nakonde dho,istock,chozi,TRUE,2009-12-10,2009-12-24,14
nakonde dho,istock,chozi,TRUE,2010-01-04,2010-01-28,24
nakonde dho,istock,chozi,TRUE,2010-02-02,2010-02-19,17
nakonde dho,istock,chozi,TRUE,2010-03-02,2010-03-19,17
nakonde dho,istock,chozi,TRUE,2010-04-01,2010-04-26,25
nakonde dho,istock,nakonde,TRUE,2009-05-08,2009-05-11,3
nakonde dho,istock,nakonde,TRUE,2009-06-05,2009-06-19,14
nakonde dho,istock,nakonde,TRUE,2009-07-05,2009-07-13,8
nakonde dho,istock,nakonde,TRUE,2009-08-04,2009-08-17,13
nakonde dho,istock,nakonde,TRUE,2009-09-06,2009-09-08,2
nakonde dho,istock,nakonde,TRUE,2009-10-05,2009-10-09,4
nakonde dho,istock,nakonde,TRUE,2009-11-06,2009-11-09,3
nakonde dho,istock,nakonde,TRUE,2009-12-07,2009-12-11,4
nakonde dho,istock,nakonde,TRUE,2010-01-05,2010-01-09,4
nakonde dho,istock,nakonde,TRUE,2010-02-05,2010-02-08,3
nakonde dho,istock,nakonde,TRUE,2010-03-06,2010-03-10,4
nakonde dho,istock,nakonde,TRUE,2010-04-06,2010-04-13,7
nakonde dho,istock,mwenzo,TRUE,2009-05-08,2009-05-11,3
nakonde dho,istock,mwenzo,TRUE,2009-06-05,2009-06-16,11
nakonde dho,istock,mwenzo,TRUE,2009-07-06,2009-07-17,11
nakonde dho,istock,mwenzo,TRUE,2009-08-04,2009-08-20,16
nakonde dho,istock,mwenzo,TRUE,2009-09-06,2009-09-15,9
nakonde dho,istock,mwenzo,TRUE,2009-10-05,2009-10-08,3
nakonde dho,istock,mwenzo,TRUE,2009-11-05,2009-11-12,7
nakonde dho,istock,mwenzo,TRUE,2009-12-10,2009-12-30,20
nakonde dho,istock,mwenzo,TRUE,2010-01-05,2010-01-22,17
