district,configuration,facility,facility_has_full_accessibility,start_date,end_date,lead_time_days
kasama dho,xdock,lukashya,TRUE,2009-10-07,2009-10-23,16
kasama dho,xdock,lukashya,TRUE,2009-11-04,2009-12-04,30
kasama dho,xdock,lukashya,TRUE,2009-12-02,2009-12-04,2
kasama dho,xdock,lukashya,TRUE,2010-01-06,2010-01-29,23
kasama dho,xdock,lukashya,TRUE,2010-02-03,2010-02-17,14
kasama dho,xdock,lukashya,TRUE,2010-03-03,2010-03-17,14
kasama dho,xdock,lukashya,TRUE,2010-04-08,2010-04-20,12
kasama dho,xdock,mumbi mfumu,TRUE,2009-07-10,2009-07-28,18
kasama dho,xdock,mumbi mfumu,TRUE,2009-08-06,2009-09-02,27
kasama dho,xdock,mumbi mfumu,TRUE,2009-09-02,2009-09-03,1
kasama dho,xdock,mumbi mfumu,TRUE,2009-10-07,2009-10-31,24
kasama dho,xdock,mumbi mfumu,TRUE,2009-11-04,2009-12-02,28
kasama dho,xdock,mumbi mfumu,TRUE,2009-12-02,2010-01-04,33
kasama dho,xdock,mumbi mfumu,TRUE,2010-01-06,2010-01-25,19
kasama dho,xdock,mumbi mfumu,TRUE,2010-02-03,2010-03-26,51
kasama dho,xdock,mumbi mfumu,TRUE,2010-03-03,2010-03-26,23
kasama dho,xdock,mumbi mfumu,TRUE,2010-04-08,2010-04-26,18
mkushi dho,xdock,fiwila mission,TRUE,2009-05-05,2009-05-28,23
mkushi dho,xdock,fiwila mission,TRUE,2009-06-02,2009-06-15,13
mkushi dho,xdock,fiwila mission,TRUE,2009-07-09,2009-07-13,4
mkushi dho,xdock,fiwila mission,TRUE,2009-08-05,2009-08-20,15
mkushi dho,xdock,fiwila mission,TRUE,2009-09-01,2009-09-07,6
mkushi dho,xdock,fiwila mission,TRUE,2009-10-06,2009-10-20,14
mkushi dho,xdock,fiwila mission,TRUE,2009-11-03,2009-11-06,3
mkushi dho,xdock,fiwila mission,TRUE,2009-12-01,2009-12-03,2
mkushi dho,xdock,fiwila mission,TRUE,2010-01-07,2010-02-22,46
mkushi dho,xdock,fiwila mission,TRUE,2010-02-04,2010-02-22,18
mkushi dho,xdock,fiwila mission,TRUE,2010-03-04,2010-03-21,17
mkushi dho,xdock,fiwila mission,TRUE,2010-04-09,2010-04-16,7
mkushi dho,xdock,fiwila mission,TRUE,2009-10-07,2009-10-20,13
mkushi dho,xdock,fiwila mission,TRUE,2009-12-02,2009-12-03,1
mkushi dho,xdock,chibefwe,TRUE,2009-05-05,2009-05-14,9
mkushi dho,xdock,chibefwe,TRUE,2009-06-02,2009-06-08,6
mkushi dho,xdock,chibefwe,TRUE,2009-07-09,2009-07-30,21
mkushi dho,xdock,chibefwe,TRUE,2009-08-05,2009-08-12,7
mkushi dho,xdock,chibefwe,TRUE,2009-09-01,2009-09-02,1
mkushi dho,xdock,chibefwe,TRUE,2009-10-06,2009-10-10,4
mkushi dho,xdock,chibefwe,TRUE,2009-11-03,2009-11-09,6
mkushi dho,xdock,chibefwe,TRUE,2009-12-01,2009-12-04,3
mkushi dho,xdock,chibefwe,TRUE,2010-01-07,2010-01-18,11
mkushi dho,xdock,chibefwe,TRUE,2010-02-04,2010-02-22,18
mkushi dho,xdock,chibefwe,TRUE,2010-03-04,2010-04-09,36
mkushi dho,xdock,chibefwe,TRUE,2010-04-09,2010-04-20,11
mkushi dho,xdock,chibefwe,TRUE,2009-10-07,2009-10-10,3
mkushi dho,xdock,chibefwe,TRUE,2009-12-02,2009-12-04,2
mkushi dho,xdock,kaundula,TRUE,2009-06-02,2009-06-30,28
mkushi dho,xdock,kaundula,TRUE,2009-07-09,2009-07-17,8
mkushi dho,xdock,kaundula,TRUE,2009-08-05,2009-08-11,6
mkushi dho,xdock,kaundula,TRUE,2009-09-01,2009-09-24,23
mkushi dho,xdock,kaundula,TRUE,2009-10-06,2009-10-20,14
mkushi dho,xdock,kaundula,TRUE,2009-11-03,2009-11-06,3
mkushi dho,xdock,kaundula,TRUE,2009-12-01,2009-12-03,2
mkushi dho,xdock,kaundula,TRUE,2010-01-07,2010-02-22,46
mkushi dho,xdock,kaundula,TRUE,2010-02-04,2010-02-22,18
mkushi dho,xdock,kaundula,TRUE,2010-03-04,2010-03-15,11
mkushi dho,xdock,kaundula,TRUE,2010-04-09,2010-04-26,17
mkushi dho,xdock,kaundula,TRUE,2009-10-07,2009-10-20,13
mkushi dho,xdock,kaundula,TRUE,2009-12-02,2009-12-03,1
mkushi dho,xdock,chikupili,TRUE,2009-06-02,2009-06-08,6
mkushi dho,xdock,chikupili,TRUE,2009-07-09,2009-07-13,4
mkushi dho,xdock,chikupili,TRUE,2009-08-05,2009-08-09,4
mkushi dho,xdock,chikupili,TRUE,2009-09-01,2009-09-02,1
mkushi dho,xdock,chikupili,TRUE,2009-10-06,2009-10-21,15
mkushi dho,xdock,chikupili,TRUE,2009-11-03,2009-12-03,30
mkushi dho,xdock,chikupili,TRUE,2009-12-01,2009-12-03,2
mkushi dho,xdock,chikupili,TRUE,2010-01-07,2010-01-20,13
mkushi dho,xdock,chikupili,TRUE,2010-02-04,2010-02-15,11
mkushi dho,xdock,chikupili,TRUE,2010-03-04,2010-03-10,6
mkushi dho,xdock,chikupili,TRUE,2010-04-09,2010-04-15,6
mkushi dho,xdock,chikupili,TRUE,2009-10-07,2009-10-21,14
mkushi dho,xdock,chikupili,TRUE,2009-12-02,2009-12-03,1
mkushi dho,xdock,miloso,TRUE,2009-06-02,2009-06-23,21
mkushi dho,xdock,miloso,TRUE,2009-07-09,2009-07-12,3
mkushi dho,xdock,miloso,TRUE,2009-08-05,2009-08-10,5
mkushi dho,xdock,miloso,TRUE,2009-09-01,2009-09-29,28
mkushi dho,xdock,miloso,TRUE,2009-10-06,2009-10-20,14
mkushi dho,xdock,miloso,TRUE,2009-11-03,2009-12-04,31
mkushi dho,xdock,miloso,TRUE,2009-12-01,2009-12-04,3
mkushi dho,xdock,miloso,TRUE,2010-01-07,2010-02-08,32
mkushi dho,xdock,miloso,TRUE,2010-02-04,2010-02-08,4
mkushi dho,xdock,miloso,TRUE,2010-03-04,2010-04-06,33
mkushi dho,xdock,miloso,TRUE,2010-04-09,2010-04-12,3
mkushi dho,xdock,miloso,TRUE,2009-10-07,2009-10-20,13
mkushi dho,xdock,miloso,TRUE,2009-12-02,2009-12-04,2
mkushi dho,xdock,mkushi coppermine,TRUE,2009-06-02,2009-06-22,20
mkushi dho,xdock,mkushi coppermine,TRUE,2009-07-09,2009-07-16,7
mkushi dho,xdock,mkushi coppermine,TRUE,2009-08-05,2009-08-08,3
mkushi dho,xdock,mkushi coppermine,TRUE,2009-09-01,2009-09-21,20
mkushi dho,xdock,mkushi coppermine,TRUE,2009-10-06,2009-10-22,16
mkushi dho,xdock,mkushi coppermine,TRUE,2009-11-03,2009-11-10,7
mkushi dho,xdock,mkushi coppermine,TRUE,2009-12-01,2009-12-11,10
mkushi dho,xdock,mkushi coppermine,TRUE,2010-01-07,2010-02-12,36
mkushi dho,xdock,mkushi coppermine,TRUE,2010-02-04,2010-02-12,8
mkushi dho,xdock,mkushi coppermine,TRUE,2010-03-04,2010-03-15,11
mkushi dho,xdock,mkushi coppermine,TRUE,2010-04-09,2010-04-19,10
mkushi dho,xdock,mkushi coppermine,TRUE,2009-10-07,2009-10-22,15
mkushi dho,xdock,mkushi coppermine,TRUE,2009-12-02,2009-12-11,9
mkushi dho,xdock,mboroma,TRUE,2009-06-02,2009-06-11,9
mkushi dho,xdock,mboroma,TRUE,2009-07-09,2009-09-03,56
mkushi dho,xdock,mboroma,TRUE,2009-08-05,2009-09-03,29
mkushi dho,xdock,mboroma,TRUE,2009-09-01,2009-09-03,2
mkushi dho,xdock,mboroma,TRUE,2009-10-06,2009-10-31,25
mkushi dho,xdock,mboroma,TRUE,2009-11-03,2009-12-05,32
mkushi dho,xdock,mboroma,TRUE,2009-12-01,2009-12-05,4
mkushi dho,xdock,mboroma,TRUE,2010-01-07,2010-02-23,47
mkushi dho,xdock,mboroma,TRUE,2010-02-04,2010-02-23,19
mkushi dho,xdock,mboroma,TRUE,2010-03-04,2010-04-22,49
mkushi dho,xdock,mboroma,TRUE,2010-04-09,2010-04-22,13
mkushi dho,xdock,mboroma,TRUE,2009-10-07,2009-10-31,24
mkushi dho,xdock,mboroma,TRUE,2009-12-02,2009-12-05,3
mkushi dho,xdock,nkumbi,TRUE,2009-06-02,2009-06-22,20
mkushi dho,xdock,nkumbi,TRUE,2009-07-09,2009-07-20,11
mkushi dho,xdock,nkumbi,TRUE,2009-08-05,2009-08-08,3
mkushi dho,xdock,nkumbi,TRUE,2009-09-01,2009-10-07,36
mkushi dho,xdock,nkumbi,TRUE,2009-10-06,2009-10-07,1
mkushi dho,xdock,nkumbi,TRUE,2009-11-03,2009-11-06,3
mkushi dho,xdock,nkumbi,TRUE,2009-12-01,2009-12-05,4
mkushi dho,xdock,nkumbi,TRUE,2010-01-07,2010-01-12,5
mkushi dho,xdock,nkumbi,TRUE,2010-02-04,2010-03-13,37
mkushi dho,xdock,nkumbi,TRUE,2010-03-04,2010-03-13,9
mkushi dho,xdock,nkumbi,TRUE,2010-04-09,2010-04-20,11
mkushi dho,xdock,nkumbi,TRUE,2009-10-07,2009-10-14,7
mkushi dho,xdock,nkumbi,TRUE,2009-12-02,2009-12-05,3
mkushi dho,xdock,luanshimba,TRUE,2009-06-02,2009-06-23,21
mkushi dho,xdock,luanshimba,TRUE,2009-07-09,2009-07-12,3
mkushi dho,xdock,luanshimba,TRUE,2009-08-05,2009-08-07,2
mkushi dho,xdock,luanshimba,TRUE,2009-09-01,2009-10-16,45
mkushi dho,xdock,luanshimba,TRUE,2009-10-06,2009-10-16,10
mkushi dho,xdock,luanshimba,TRUE,2009-11-03,2009-11-11,8
mkushi dho,xdock,luanshimba,TRUE,2009-12-01,2009-12-07,6
mkushi dho,xdock,luanshimba,TRUE,2010-01-07,2010-02-08,32
mkushi dho,xdock,luanshimba,TRUE,2010-02-04,2010-02-08,4
mkushi dho,xdock,luanshimba,TRUE,2010-03-04,2010-03-09,5
mkushi dho,xdock,luanshimba,TRUE,2010-04-09,2010-04-16,7
mkushi dho,xdock,luanshimba,TRUE,2009-10-07,2009-10-16,9
mkushi dho,xdock,luanshimba,TRUE,2009-12-02,2009-12-07,5
mkushi dho,xdock,chingombe,FALSE,2009-06-02,2009-09-03,93
mkushi dho,xdock,chingombe,FALSE,2009-07-09,2009-09-03,56
mkushi dho,xdock,chingombe,FALSE,2009-08-05,2009-09-03,29
mkushi dho,xdock,chingombe,FALSE,2009-09-01,2009-09-03,2
mkushi dho,xdock,chingombe,FALSE,2009-10-06,2009-11-24,49
mkushi dho,xdock,chingombe,FALSE,2009-11-03,2009-11-24,21
mkushi dho,xdock,chingombe,FALSE,2009-12-01,2009-12-08,7
mkushi dho,xdock,chingombe,FALSE,2009-10-07,2009-11-24,48
mkushi dho,xdock,chingombe,FALSE,2009-12-02,2009-12-08,6
mkushi dho,xdock,nshinso,TRUE,2009-06-02,2009-06-22,20
mkushi dho,xdock,nshinso,TRUE,2009-07-09,2009-07-12,3
mkushi dho,xdock,nshinso,TRUE,2009-08-05,2009-08-06,1
mkushi dho,xdock,nshinso,TRUE,2009-09-01,2009-09-08,7
mkushi dho,xdock,nshinso,TRUE,2009-10-06,2009-10-16,10
mkushi dho,xdock,nshinso,TRUE,2009-11-03,2009-11-18,15
mkushi dho,xdock,nshinso,TRUE,2009-12-01,2009-12-04,3
mkushi dho,xdock,nshinso,TRUE,2010-01-07,2010-02-04,28
mkushi dho,xdock,nshinso,TRUE,2010-02-04,2010-02-09,5
mkushi dho,xdock,nshinso,TRUE,2010-03-04,2010-04-09,36
mkushi dho,xdock,nshinso,TRUE,2009-10-07,2009-10-16,9
mkushi dho,xdock,nshinso,TRUE,2009-12-02,2009-12-04,2
mkushi dho,xdock,chalata,TRUE,2009-06-02,2009-06-23,21
mkushi dho,xdock,chalata,TRUE,2009-07-09,2009-07-12,3
mkushi dho,xdock,chalata,TRUE,2009-08-05,2009-08-06,1
mkushi dho,xdock,chalata,TRUE,2009-09-01,2009-09-02,1
mkushi dho,xdock,chalata,TRUE,2009-10-06,2009-10-09,3
mkushi dho,xdock,chalata,TRUE,2009-11-03,2009-11-16,13
mkushi dho,xdock,chalata,TRUE,2009-12-01,2009-12-04,3
mkushi dho,xdock,chalata,TRUE,2010-01-07,2010-01-19,12
mkushi dho,xdock,chalata,TRUE,2010-02-04,2010-02-08,4
mkushi dho,xdock,chalata,TRUE,2010-03-04,2010-03-09,5
mkushi dho,xdock,chalata,TRUE,2010-04-09,2010-04-16,7
mkushi dho,xdock,chalata,TRUE,2009-10-07,2009-10-09,2
mkushi dho,xdock,chalata,TRUE,2009-12-02,2009-12-04,2
mkushi dho,xdock,munsakamba,TRUE,2009-06-02,2009-06-24,22
mkushi dho,xdock,munsakamba,TRUE,2009-07-09,2009-07-20,11
mkushi dho,xdock,munsakamba,TRUE,2009-08-05,2009-08-07,2
mkushi dho,xdock,munsakamba,TRUE,2009-09-01,2009-09-17,16
mkushi dho,xdock,munsakamba,TRUE,2009-10-06,2009-10-10,4
mkushi dho,xdock,munsakamba,TRUE,2009-11-03,2009-11-11,8
mkushi dho,xdock,munsakamba,TRUE,2009-12-01,2009-12-15,14
mkushi dho,xdock,munsakamba,TRUE,2010-01-07,2010-01-13,6
mkushi dho,xdock,munsakamba,TRUE,2010-02-04,2010-02-12,8
mkushi dho,xdock,munsakamba,TRUE,2010-03-04,2010-03-05,1
mkushi dho,xdock,munsakamba,TRUE,2010-04-09,2010-04-13,4
mkushi dho,xdock,munsakamba,TRUE,2009-10-07,2009-10-10,3
mkushi dho,xdock,munsakamba,TRUE,2009-12-02,2009-12-15,13
mkushi dho,xdock,twatasha,TRUE,2009-06-02,2009-06-29,27
mkushi dho,xdock,twatasha,TRUE,2009-07-09,2009-07-12,3
mkushi dho,xdock,twatasha,TRUE,2009-08-05,2009-08-09,4
mkushi dho,xdock,twatasha,TRUE,2009-09-01,2009-09-18,17
mkushi dho,xdock,twatasha,TRUE,2009-10-06,2009-10-20,14
mkushi dho,xdock,twatasha,TRUE,2009-11-03,2009-11-25,22
mkushi dho,xdock,twatasha,TRUE,2009-12-01,2009-12-10,9
mkushi dho,xdock,twatasha,TRUE,2010-01-07,2010-02-08,32
mkushi dho,xdock,twatasha,TRUE,2010-02-04,2010-02-08,4
mkushi dho,xdock,twatasha,TRUE,2010-03-04,2010-03-13,9
mkushi dho,xdock,twatasha,TRUE,2010-04-09,2010-04-16,7
mkushi dho,xdock,twatasha,TRUE,2009-10-07,2009-10-20,13
mkushi dho,xdock,twatasha,TRUE,2009-12-02,2009-12-10,8
mkushi dho,xdock,masansa,TRUE,2009-06-02,2009-06-09,7
mkushi dho,xdock,masansa,TRUE,2009-07-09,2009-07-13,4
mkushi dho,xdock,masansa,TRUE,2009-08-05,2009-08-09,4
mkushi dho,xdock,masansa,TRUE,2009-09-01,2009-09-18,17
mkushi dho,xdock,masansa,TRUE,2009-10-06,2009-10-22,16
mkushi dho,xdock,masansa,TRUE,2009-11-03,2009-11-10,7
mkushi dho,xdock,masansa,TRUE,2009-12-01,2009-12-03,2
mkushi dho,xdock,masansa,TRUE,2010-01-07,2010-02-10,34
mkushi dho,xdock,masansa,TRUE,2010-02-04,2010-02-10,6
mkushi dho,xdock,masansa,TRUE,2010-03-04,2010-03-10,6
mkushi dho,xdock,masansa,TRUE,2010-04-09,2010-04-25,16
mkushi dho,xdock,masansa,TRUE,2009-10-07,2009-10-22,15
mkushi dho,xdock,masansa,TRUE,2009-12-02,2009-12-03,1
mkushi dho,xdock,mboshya,FALSE,2009-06-02,2009-06-09,7
mkushi dho,xdock,mboshya,FALSE,2009-07-09,2009-08-07,29
mkushi dho,xdock,mboshya,FALSE,2009-08-05,2009-08-07,2
mkushi dho,xdock,mboshya,FALSE,2009-09-01,2009-09-04,3
mkushi dho,xdock,mboshya,FALSE,2009-10-06,2009-11-16,41
mkushi dho,xdock,mboshya,FALSE,2009-11-03,2009-11-16,13
mkushi dho,xdock,mboshya,FALSE,2009-12-01,2009-12-08,7
mkushi dho,xdock,mboshya,FALSE,2009-10-07,2009-11-16,40
mkushi dho,xdock,mboshya,FALSE,2009-12-02,2009-12-08,6
mkushi dho,xdock,musofu,TRUE,2009-07-09,2009-07-20,11
mkushi dho,xdock,musofu,TRUE,2009-08-05,2009-08-08,3
mkushi dho,xdock,musofu,TRUE,2009-09-01,2009-09-16,15
mkushi dho,xdock,musofu,TRUE,2009-10-06,2009-10-14,8
mkushi dho,xdock,musofu,TRUE,2009-11-03,2009-11-30,27
mkushi dho,xdock,musofu,TRUE,2009-12-01,2009-12-10,9
mkushi dho,xdock,musofu,TRUE,2010-01-07,2010-01-11,4
mkushi dho,xdock,musofu,TRUE,2010-02-04,2010-02-08,4
mkushi dho,xdock,musofu,TRUE,2010-03-04,2010-03-09,5
mkushi dho,xdock,musofu,TRUE,2009-10-07,2009-10-14,7
mkushi dho,xdock,musofu,TRUE,2009-12-02,2009-12-10,8
mkushi dho,xdock,chimika,TRUE,2009-07-09,2009-09-09,62
mkushi dho,xdock,chimika,TRUE,2009-08-05,2009-09-09,35
mkushi dho,xdock,chimika,TRUE,2009-09-01,2009-09-09,8
mkushi dho,xdock,chimika,TRUE,2009-10-06,2009-10-30,24
mkushi dho,xdock,chimika,TRUE,2009-10-07,2009-10-30,23
mkushi dho,xdock,nkolonga,TRUE,2009-07-09,2009-07-12,3
mkushi dho,xdock,nkolonga,TRUE,2009-08-05,2009-08-06,1
mkushi dho,xdock,nkolonga,TRUE,2009-09-01,2009-09-02,1
mkushi dho,xdock,nkolonga,TRUE,2009-10-06,2009-10-16,10
mkushi dho,xdock,nkolonga,TRUE,2009-11-03,2009-11-26,23
mkushi dho,xdock,nkolonga,TRUE,2009-12-01,2009-12-03,2
mkushi dho,xdock,nkolonga,TRUE,2010-01-07,2010-02-08,32
mkushi dho,xdock,nkolonga,TRUE,2010-02-04,2010-02-08,4
mkushi dho,xdock,nkolonga,TRUE,2010-03-04,2010-04-09,36
mkushi dho,xdock,nkolonga,TRUE,2010-04-09,2010-04-19,10
mkushi dho,xdock,nkolonga,TRUE,2009-10-07,2009-10-16,9
mkushi dho,xdock,nkolonga,TRUE,2009-12-02,2009-12-03,1
mkushi dho,xdock,kakushi,TRUE,2009-07-09,2009-07-12,3
mkushi dho,xdock,kakushi,TRUE,2009-08-05,2009-08-10,5
mkushi dho,xdock,kakushi,TRUE,2009-09-01,2009-09-29,28
mkushi dho,xdock,kakushi,TRUE,2009-10-06,2009-10-20,14
mkushi dho,xdock,kakushi,TRUE,2009-11-03,2009-11-29,26
mkushi dho,xdock,kakushi,TRUE,2009-12-01,2009-12-04,3
mkushi dho,xdock,kakushi,TRUE,2010-01-07,2010-01-08,1
mkushi dho,xdock,kakushi,TRUE,2010-02-04,2010-02-08,4
mkushi dho,xdock,kakushi,TRUE,2010-03-04,2010-03-13,9
mkushi dho,xdock,kakushi,TRUE,2010-04-09,2010-04-15,6
mkushi dho,xdock,kakushi,TRUE,2009-10-07,2009-10-20,13
mkushi dho,xdock,kakushi,TRUE,2009-12-02,2009-12-04,2
mkushi dho,xdock,kampelembe,TRUE,2009-07-09,2009-07-10,1
mkushi dho,xdock,kampelembe,TRUE,2009-08-05,2009-08-09,4
mkushi dho,xdock,kampelembe,TRUE,2009-09-01,2009-09-19,18
mkushi dho,xdock,kampelembe,TRUE,2009-10-06,2009-10-21,15
mkushi dho,xdock,kampelembe,TRUE,2009-11-03,2009-11-12,9
mkushi dho,xdock,kampelembe,TRUE,2009-12-01,2009-12-03,2
mkushi dho,xdock,kampelembe,TRUE,2010-01-07,2010-02-17,41
mkushi dho,xdock,kampelembe,TRUE,2010-02-04,2010-02-17,13
mkushi dho,xdock,kampelembe,TRUE,2010-03-04,2010-03-10,6
mkushi dho,xdock,kampelembe,TRUE,2010-04-09,2010-04-27,18
mkushi dho,xdock,kampelembe,TRUE,2009-10-07,2009-10-21,14
mkushi dho,xdock,kampelembe,TRUE,2009-12-02,2009-12-03,1
mkushi dho,xdock,old mkushi,TRUE,2009-07-09,2009-07-13,4
mkushi dho,xdock,old mkushi,TRUE,2009-08-05,2009-08-09,4
mkushi dho,xdock,old mkushi,TRUE,2009-09-01,2009-09-19,18
mkushi dho,xdock,old mkushi,TRUE,2009-10-06,2009-11-12,37
mkushi dho,xdock,old mkushi,TRUE,2009-11-03,2009-11-12,9
mkushi dho,xdock,old mkushi,TRUE,2009-12-01,2010-01-03,33
mkushi dho,xdock,old mkushi,TRUE,2010-01-07,2010-02-17,41
mkushi dho,xdock,old mkushi,TRUE,2010-02-04,2010-02-17,13
mkushi dho,xdock,old mkushi,TRUE,2010-03-04,2010-03-21,17
mkushi dho,xdock,old mkushi,TRUE,2009-10-07,2009-11-12,36
mkushi dho,xdock,old mkushi,TRUE,2009-12-02,2010-01-03,32
mkushi dho,xdock,chembe,FALSE,2009-09-01,2009-09-10,9
mkushi dho,xdock,chembe,FALSE,2009-10-06,2009-11-19,44
mkushi dho,xdock,chembe,FALSE,2009-11-03,2009-11-19,16
mkushi dho,xdock,chembe,FALSE,2009-12-01,2010-02-18,79
mkushi dho,xdock,chembe,FALSE,2010-01-07,2010-02-18,42
mkushi dho,xdock,chembe,FALSE,2010-02-04,2010-02-18,14
mkushi dho,xdock,chembe,FALSE,2009-10-07,2009-11-19,43
mkushi dho,xdock,chembe,FALSE,2009-12-02,2010-02-18,78
mkushi dho,xdock,chengelo,TRUE,2009-10-06,2009-10-16,10
mkushi dho,xdock,chengelo,TRUE,2009-11-03,2009-11-12,9
mkushi dho,xdock,chengelo,TRUE,2009-12-01,2009-12-04,3
mkushi dho,xdock,chengelo,TRUE,2010-01-07,2010-02-04,28
mkushi dho,xdock,chengelo,TRUE,2010-02-04,2010-03-04,28
mkushi dho,xdock,chengelo,TRUE,2010-03-04,2010-04-09,36
mkushi dho,xdock,chengelo,TRUE,2009-10-07,2009-10-16,9
mkushi dho,xdock,chengelo,TRUE,2009-12-02,2009-12-04,2
mkushi dho,xdock,moffat,TRUE,2009-11-03,2009-11-11,8
mkushi dho,xdock,moffat,TRUE,2009-12-01,2009-12-03,2
mkushi dho,xdock,moffat,TRUE,2010-01-07,2010-02-05,29
mkushi dho,xdock,moffat,TRUE,2010-02-04,2010-02-05,1
mkushi dho,xdock,moffat,TRUE,2010-03-04,2010-04-09,36
mkushi dho,xdock,moffat,TRUE,2009-12-02,2009-12-03,1
mungwi dho,xdock,nseluka,TRUE,2009-06-03,2009-06-24,21
mungwi dho,xdock,nseluka,TRUE,2009-07-10,2009-08-01,22
mungwi dho,xdock,nseluka,TRUE,2009-08-06,2009-08-22,16
mungwi dho,xdock,nseluka,TRUE,2009-09-02,2009-09-15,13
mungwi dho,xdock,nseluka,TRUE,2009-10-07,2009-10-19,12
mungwi dho,xdock,nseluka,TRUE,2009-11-04,2009-12-22,48
mungwi dho,xdock,nseluka,TRUE,2009-12-02,2009-12-22,20
mungwi dho,xdock,nseluka,TRUE,2010-01-06,2010-01-31,25
mungwi dho,xdock,nseluka,TRUE,2010-02-03,2010-02-15,12
mungwi dho,xdock,nseluka,TRUE,2010-03-03,2010-03-13,10
mungwi dho,xdock,nseluka,TRUE,2010-04-08,2010-04-16,8
mungwi dho,xdock,chimba,TRUE,2009-06-03,2009-06-30,27
mungwi dho,xdock,chimba,TRUE,2009-07-10,2009-08-01,22
mungwi dho,xdock,chimba,TRUE,2009-08-06,2009-08-22,16
mungwi dho,xdock,chimba,TRUE,2009-09-02,2009-09-14,12
mungwi dho,xdock,chimba,TRUE,2009-10-07,2009-10-21,14
mungwi dho,xdock,chimba,TRUE,2009-11-04,2009-12-24,50
mungwi dho,xdock,chimba,TRUE,2009-12-02,2009-12-24,22
mungwi dho,xdock,chimba,TRUE,2010-01-06,2010-02-08,33
mungwi dho,xdock,chimba,TRUE,2010-02-03,2010-02-08,5
mungwi dho,xdock,chimba,TRUE,2010-03-03,2010-03-12,9
mungwi dho,xdock,chimba,TRUE,2010-04-08,2010-04-17,9
mungwi dho,xdock,mumba,FALSE,2009-06-03,2009-06-22,19
mungwi dho,xdock,mumba,FALSE,2009-07-10,2009-07-31,21
mungwi dho,xdock,mumba,FALSE,2009-08-06,2009-08-21,15
mungwi dho,xdock,mumba,FALSE,2009-09-02,2009-09-10,8
mungwi dho,xdock,mumba,FALSE,2009-10-07,2009-10-20,13
mungwi dho,xdock,mumba,FALSE,2009-11-04,2009-12-23,49
mungwi dho,xdock,mumba,FALSE,2009-12-02,2009-12-23,21
mungwi dho,xdock,mumba,FALSE,2010-01-06,2010-02-12,37
mungwi dho,xdock,mumba,FALSE,2010-02-03,2010-02-12,9
mungwi dho,xdock,mumba,FALSE,2010-03-03,2010-03-11,8
mungwi dho,xdock,mumba,FALSE,2010-04-08,2010-04-13,5
mungwi dho,xdock,kapolyo,TRUE,2009-06-03,2009-06-23,20
mungwi dho,xdock,kapolyo,TRUE,2009-07-10,2009-07-31,21
mungwi dho,xdock,kapolyo,TRUE,2009-08-06,2009-08-21,15
mungwi dho,xdock,kapolyo,TRUE,2009-09-02,2009-09-11,9
mungwi dho,xdock,kapolyo,TRUE,2009-10-07,2009-10-20,13
mungwi dho,xdock,kapolyo,TRUE,2009-11-04,2009-12-23,49
mungwi dho,xdock,kapolyo,TRUE,2009-12-02,2009-12-23,21
mungwi dho,xdock,kapolyo,TRUE,2010-01-06,2010-02-11,36
mungwi dho,xdock,kapolyo,TRUE,2010-02-03,2010-02-11,8
mungwi dho,xdock,kapolyo,TRUE,2010-03-03,2010-03-11,8
mungwi dho,xdock,kapolyo,TRUE,2010-04-08,2010-04-13,5
mungwi dho,xdock,kalulu,FALSE,2009-06-03,2009-06-26,23
mungwi dho,xdock,kalulu,FALSE,2009-07-10,2009-08-04,25
mungwi dho,xdock,kalulu,FALSE,2009-08-06,2009-08-25,19
mungwi dho,xdock,kalulu,FALSE,2009-09-02,2009-09-22,20
mungwi dho,xdock,kalulu,FALSE,2009-10-07,2009-10-23,16
mungwi dho,xdock,kalulu,FALSE,2009-11-04,2009-12-08,34
mungwi dho,xdock,kalulu,FALSE,2009-12-02,2009-12-08,6
mungwi dho,xdock,kalulu,FALSE,2010-01-06,2010-01-19,13
mungwi dho,xdock,kalulu,FALSE,2010-02-03,2010-02-19,16
mungwi dho,xdock,kalulu,FALSE,2010-03-03,2010-03-16,13
mungwi dho,xdock,kalulu,FALSE,2010-04-08,2010-04-14,6
mungwi dho,xdock,kayambi mission,TRUE,2009-06-03,2009-06-26,23
mungwi dho,xdock,kayambi mission,TRUE,2009-07-10,2009-08-04,25
mungwi dho,xdock,kayambi mission,TRUE,2009-08-06,2009-08-24,18
mungwi dho,xdock,kayambi mission,TRUE,2009-09-02,2009-09-22,20
mungwi dho,xdock,kayambi mission,TRUE,2009-10-07,2009-10-23,16
mungwi dho,xdock,kayambi mission,TRUE,2009-11-04,2009-12-09,35
mungwi dho,xdock,kayambi mission,TRUE,2009-12-02,2009-12-09,7
mungwi dho,xdock,kayambi mission,TRUE,2010-01-06,2010-01-18,12
mungwi dho,xdock,kayambi mission,TRUE,2010-02-03,2010-02-18,15
mungwi dho,xdock,kayambi mission,TRUE,2010-03-03,2010-03-16,13
mungwi dho,xdock,kayambi mission,TRUE,2010-04-08,2010-04-14,6
mungwi dho,xdock,malole,TRUE,2009-06-03,2009-06-23,20
mungwi dho,xdock,malole,TRUE,2009-07-10,2009-07-30,20
mungwi dho,xdock,malole,TRUE,2009-08-06,2009-08-21,15
mungwi dho,xdock,malole,TRUE,2009-09-02,2009-09-11,9
mungwi dho,xdock,malole,TRUE,2009-10-07,2009-10-20,13
