district,facility,date
mufumbwe dho,matushi,2009-11-29
mufumbwe dho,munyambala,2009-11-29
mufumbwe dho,jivundu,2009-11-29
mufumbwe dho,kalengwa,2009-11-30
mufumbwe dho,kabipupu,2009-11-30
mufumbwe dho,kaminzekenzeke,2009-11-30
mufumbwe dho,mushima,2009-11-30
mufumbwe dho,kabanda,2009-11-30
mufumbwe dho,mufumbwe,2009-12-09
mufumbwe dho,mufumbwe,2009-12-12
mufumbwe dho,boma,2009-12-23
mufumbwe dho,kinkonge,2009-12-28
mufumbwe dho,kashima,2009-12-30
mufumbwe dho,lubilo,2009-12-30
mufumbwe dho,matushi,2009-12-30
mufumbwe dho,munyambala,2009-12-30
mufumbwe dho,jivundu,2009-12-30
mufumbwe dho,kalengwa,2009-12-31
mufumbwe dho,kabipupu,2009-12-31
mufumbwe dho,kaminzekenzeke,2009-12-31
mufumbwe dho,kabanda,2010-01-04
mufumbwe dho,mufumbwe,2010-01-14
mufumbwe dho,mufumbwe,2010-01-14
mufumbwe dho,lubilo,2010-01-15
mufumbwe dho,munyambala,2010-01-15
mufumbwe dho,kaminzekenzeke,2010-01-19
mufumbwe dho,mushima,2010-01-19
mufumbwe dho,kinkonge,2010-01-20
mufumbwe dho,matushi,2010-01-21
mufumbwe dho,jivundu,2010-01-21
mufumbwe dho,boma,2010-01-27
mufumbwe dho,kashima,2010-01-28
mufumbwe dho,kalengwa,2010-01-29
mufumbwe dho,kabipupu,2010-01-27
mufumbwe dho,mufumbwe,2010-02-05
mufumbwe dho,boma,2010-02-12
mufumbwe dho,kalengwa,2010-02-19
mufumbwe dho,kabipupu,2010-02-19
mufumbwe dho,kashima,2010-02-20
mufumbwe dho,lubilo,2010-02-20
mufumbwe dho,matushi,2010-02-20
mufumbwe dho,munyambala,2010-02-20
mufumbwe dho,jivundu,2010-02-20
mufumbwe dho,kaminzekenzeke,2010-02-21
mufumbwe dho,mushima,2010-02-21
mufumbwe dho,kabanda,2010-02-21
mufumbwe dho,kinkonge,2010-02-21
mufumbwe dho,mufumbwe,2010-02-27
mufumbwe dho,mufumbwe,2010-03-11
mufumbwe dho,mufumbwe,2010-03-11
mufumbwe dho,kashima,2010-03-11
mufumbwe dho,lubilo,2010-03-11
mufumbwe dho,matushi,2010-03-11
mufumbwe dho,munyambala,2010-03-11
mufumbwe dho,jivundu,2010-03-11
mufumbwe dho,boma,2010-03-16
mufumbwe dho,kaminzekenzeke,2010-03-19
mufumbwe dho,mushima,2010-03-19
mufumbwe dho,kabanda,2010-03-19
mufumbwe dho,kinkonge,2010-03-26
mufumbwe dho,mufumbwe,2010-04-10
mufumbwe dho,mufumbwe,2010-04-10
mufumbwe dho,kinkonge,2010-04-16
mufumbwe dho,kashima,2010-04-20
mufumbwe dho,lubilo,2010-04-20
mufumbwe dho,matushi,2010-04-20
mufumbwe dho,munyambala,2010-04-20
mufumbwe dho,boma,2010-04-21
mufumbwe dho,kaminzekenzeke,2010-04-22
mufumbwe dho,mushima,2010-04-22
mufumbwe dho,kabanda,2010-04-22
mufumbwe dho,kalengwa,2010-04-23
mufumbwe dho,kabipupu,2010-04-23
mungwi dho,nseluka,2009-05-13
mungwi dho,chimba,2009-05-13
mungwi dho,mumba,2009-05-14
mungwi dho,kapolyo,2009-05-14
mungwi dho,kalulu,2009-05-15
mungwi dho,kayambi mission,2009-05-15
mungwi dho,malole,2009-05-16
mungwi dho,ndasa,2009-05-16
mungwi dho,kapolyo,2009-05-16
mungwi dho,mumba,2009-05-16
mungwi dho,nseluka,2009-05-19
mungwi dho,ngoli,2009-05-19
mungwi dho,rosa,2009-05-19
mungwi dho,chimba,2009-05-19
mungwi dho,makasa,2009-05-20
mungwi dho,peleti,2009-05-20
mungwi dho,chitimukulu,2009-05-20
mungwi dho,mungwi baptist,2009-05-22
mungwi dho,mungwi baptist,2009-05-26
mungwi dho,mumba,2009-06-22
mungwi dho,mungwi baptist,2009-06-22
mungwi dho,ndasa,2009-06-22
mungwi dho,kapolyo,2009-06-23
mungwi dho,malole,2009-06-23
mungwi dho,nseluka,2009-06-24
mungwi dho,ngoli,2009-06-24
mungwi dho,rosa,2009-06-24
mungwi dho,peleti,2009-06-25
mungwi dho,makasa,2009-06-25
mungwi dho,kalulu,2009-06-26
mungwi dho,kayambi mission,2009-06-26
mungwi dho,chitimukulu,2009-06-30
mungwi dho,chimba,2009-06-30
mungwi dho,ngoli,2009-07-29
mungwi dho,rosa,2009-07-30
mungwi dho,malole,2009-07-30
mungwi dho,mumba,2009-07-31
mungwi dho,ndasa,2009-07-31
mungwi dho,kapolyo,2009-07-31
mungwi dho,chitimukulu,2009-08-01
mungwi dho,chimba,2009-08-01
mungwi dho,nseluka,2009-08-01
mungwi dho,peleti,2009-08-03
mungwi dho,makasa,2009-08-03
mungwi dho,kayambi mission,2009-08-04
mungwi dho,kalulu,2009-08-04
mungwi dho,malole,2009-08-21
mungwi dho,kapolyo,2009-08-21
mungwi dho,mumba,2009-08-21
mungwi dho,ndasa,2009-08-21
mungwi dho,chitimukulu,2009-08-22
mungwi dho,chimba,2009-08-22
mungwi dho,rosa,2009-08-22
mungwi dho,ngoli,2009-08-22
mungwi dho,nseluka,2009-08-22
mungwi dho,peleti,2009-08-23
mungwi dho,makasa,2009-08-23
mungwi dho,kayambi mission,2009-08-24
mungwi dho,kalulu,2009-08-25
mungwi dho,mungwi baptist,2009-08-26
mungwi dho,mungwi baptist,2009-09-09
mungwi dho,ndasa,2009-09-10
mungwi dho,mumba,2009-09-10
mungwi dho,kapolyo,2009-09-11
mungwi dho,malole,2009-09-11
mungwi dho,chimba,2009-09-14
mungwi dho,rosa,2009-09-14
mungwi dho,ngoli,2009-09-15
mungwi dho,nseluka,2009-09-15
mungwi dho,peleti,2009-09-17
mungwi dho,chitimukulu,2009-09-17
mungwi dho,kayambi mission,2009-09-22
mungwi dho,kalulu,2009-09-22
mungwi dho,makasa,2009-09-23
mungwi dho,mungwi baptist,2009-10-15
mungwi dho,nseluka,2009-10-19
mungwi dho,ngoli,2009-10-19
mungwi dho,rosa,2009-10-19
mungwi dho,malole,2009-10-20
mungwi dho,kapolyo,2009-10-20
mungwi dho,mumba,2009-10-20
mungwi dho,ndasa,2009-10-21
mungwi dho,chimba,2009-10-21
mungwi dho,chitimukulu,2009-10-21
mungwi dho,peleti,2009-10-22
mungwi dho,makasa,2009-10-22
mungwi dho,kayambi mission,2009-10-23
mungwi dho,kalulu,2009-10-23
mungwi dho,mungwi baptist,2009-11-16
mungwi dho,peleti,2009-11-24
mungwi dho,mungwi baptist,2009-12-07
mungwi dho,kalulu,2009-12-08
mungwi dho,kayambi mission,2009-12-09
mungwi dho,makasa,2009-12-10
mungwi dho,peleti,2009-12-10
mungwi dho,nseluka,2009-12-22
mungwi dho,ngoli,2009-12-22
mungwi dho,rosa,2009-12-22
mungwi dho,kapolyo,2009-12-23
mungwi dho,ndasa,2009-12-23
mungwi dho,mumba,2009-12-23
mungwi dho,malole,2009-12-24
mungwi dho,chitimukulu,2009-12-24
mungwi dho,chimba,2009-12-24
mungwi dho,mungwi baptist,2010-01-18
mungwi dho,kayambi mission,2010-01-18
mungwi dho,kalulu,2010-01-19
mungwi dho,makasa,2010-01-20
mungwi dho,peleti,2010-01-21
mungwi dho,ndasa,2010-01-22
mungwi dho,nseluka,2010-01-31
mungwi dho,ngoli,2010-01-31
mungwi dho,mungwi baptist,2010-02-03
mungwi dho,chimba,2010-02-08
mungwi dho,malole,2010-02-09
mungwi dho,chitimukulu,2010-02-10
mungwi dho,kapolyo,2010-02-11
mungwi dho,mumba,2010-02-12
mungwi dho,ndasa,2010-02-12
mungwi dho,nseluka,2010-02-15
mungwi dho,ngoli,2010-02-15
mungwi dho,rosa,2010-02-15
mungwi dho,peleti,2010-02-16
mungwi dho,makasa,2010-02-17
mungwi dho,kayambi mission,2010-02-18
mungwi dho,kalulu,2010-02-19
mungwi dho,mungwi baptist,2010-03-04
mungwi dho,ndasa,2010-03-11
mungwi dho,kapolyo,2010-03-11
mungwi dho,mumba,2010-03-11
mungwi dho,malole,2010-03-12
mungwi dho,chitimukulu,2010-03-12
mungwi dho,chimba,2010-03-12
mungwi dho,nseluka,2010-03-13
mungwi dho,ngoli,2010-03-13
mungwi dho,rosa,2010-03-13
mungwi dho,peleti,2010-03-15
mungwi dho,makasa,2010-03-15
mungwi dho,kayambi mission,2010-03-16
mungwi dho,kalulu,2010-03-16
mungwi dho,mungwi baptist,2010-04-12
mungwi dho,malole,2010-04-13
mungwi dho,kapolyo,2010-04-13
mungwi dho,ndasa,2010-04-13
mungwi dho,mumba,2010-04-13
mungwi dho,makasa,2010-04-14
mungwi dho,kalulu,2010-04-14
mungwi dho,kayambi mission,2010-04-14
mungwi dho,nseluka,2010-04-16
mungwi dho,ngoli,2010-04-16
mungwi dho,rosa,2010-04-16
mungwi dho,chitimukulu,2010-04-17
mungwi dho,chimba,2010-04-17
mungwi dho,peleti,2010-04-17
mwinilunga dho,kapundu,2009-04-07
mwinilunga dho,ikelenge,2009-04-07
mwinilunga dho,kafweku,2009-04-08
mwinilunga dho,katuyola,2009-04-14
mwinilunga dho,nyangombe,2009-04-14
mwinilunga dho,sachibondu,2009-04-14
mwinilunga dho,lumwana,2009-04-15
mwinilunga dho,kazozu,2009-04-16
mwinilunga dho,mwinilunga,2009-04-16
mwinilunga dho,sailunga,2009-04-16
mwinilunga dho,chibwika,2009-04-17
mwinilunga dho,chisengi sengi,2009-04-17
mwinilunga dho,salujinga,2009-04-21
mwinilunga dho,kalene (kawota),2009-04-21
mwinilunga dho,kayipaka,2009-04-21
mwinilunga dho,kamapanda,2009-04-22
mwinilunga dho,ntambu sachitolu,2009-04-23
mwinilunga dho,kanyama,2009-04-24
mwinilunga dho,kakoma,2009-04-24
mwinilunga dho,mwinilunga,2009-04-24
mwinilunga dho,musangila,2009-04-27
mwinilunga dho,mwinilunga,2009-04-27
mwinilunga dho,mukangala,2009-04-28
mwinilunga dho,sachibondu,2009-04-28
mwinilunga dho,lwawu,2009-04-29
mwinilunga dho,jimbe,2009-04-29
mwinilunga dho,nyangombe,2009-04-29
mwinilunga dho,chiwoma,2009-04-29
mwinilunga dho,musangila,2009-04-30
mwinilunga dho,tom ilunga,2009-04-30
mwinilunga dho,chisengi sengi,2009-04-30
mwinilunga dho,chiwoma,2009-04-30
mwinilunga dho,kanzenzi,2009-04-30
mwinilunga dho,kanyihampa,2009-05-04
mwinilunga dho,kapundu,2009-05-07
mwinilunga dho,tom ilunga,2009-05-07
mwinilunga dho,lumwana,2009-05-08
mwinilunga dho,kanyihampa,2009-05-11
mwinilunga dho,jimbe,2009-05-11
mwinilunga dho,lwawu,2009-05-11
mwinilunga dho,kakoma,2009-05-13
mwinilunga dho,nyangombe,2009-05-13
mwinilunga dho,kanzenzi,2009-05-15
mwinilunga dho,kanyihampa,2009-05-18
mwinilunga dho,sailunga,2009-05-18
mwinilunga dho,mukangala,2009-05-19
mwinilunga dho,ikelenge,2009-05-20
mwinilunga dho,kayipaka,2009-05-21
mwinilunga dho,katuyola,2009-05-21
mwinilunga dho,chiwoma,2009-05-22
mwinilunga dho,kanyihampa,2009-05-26
mwinilunga dho,nyangombe,2009-05-26
mwinilunga dho,kanyihampa,2009-06-01
mwinilunga dho,ikelenge,2009-06-04
mwinilunga dho,chisengi sengi,2009-06-05
mwinilunga dho,kanyihampa,2009-06-08
mwinilunga dho,katuyola,2009-06-08
mwinilunga dho,kayipaka,2009-06-08
mwinilunga dho,lwawu,2009-06-10
mwinilunga dho,kanyihampa,2009-06-15
mwinilunga dho,mukangala,2009-06-16
mwinilunga dho,lwawu,2009-06-16
mwinilunga dho,musangila,2009-06-16
mwinilunga dho,kapundu,2009-06-16
mwinilunga dho,kanyama,2009-06-16
mwinilunga dho,katuyola,2009-06-16
mwinilunga dho,nyangombe,2009-06-16
mwinilunga dho,sailunga,2009-06-17
mwinilunga dho,chisengi sengi,2009-06-17
mwinilunga dho,kazozu,2009-06-18
mwinilunga dho,tom ilunga,2009-06-18
mwinilunga dho,ikelenge,2009-06-19
mwinilunga dho,kayipaka,2009-06-19
mwinilunga dho,salujinga,2009-06-19
mwinilunga dho,kalene (kawota),2009-06-22
mwinilunga dho,jimbe,2009-06-22
mwinilunga dho,kafweku,2009-06-22
mwinilunga dho,kanzenzi,2009-06-22
mwinilunga dho,kamapanda,2009-06-23
mwinilunga dho,kakoma,2009-06-25
mwinilunga dho,lumwana,2009-06-25
mwinilunga dho,sakapoti,2009-06-25
mwinilunga dho,ntambu sachitolu,2009-06-25
mwinilunga dho,chibwika,2009-06-26
mwinilunga dho,chiwoma,2009-06-26
mwinilunga dho,kanyihampa,2009-07-02
mwinilunga dho,sailunga,2009-07-03
mwinilunga dho,kanyihampa,2009-07-08
mwinilunga dho,kanyihampa,2009-07-09
mwinilunga dho,kanyihampa,2009-07-15
mwinilunga dho,sachibondu,2009-07-16
mwinilunga dho,ikelenge,2009-07-16
mwinilunga dho,kanyihampa,2009-07-16
mwinilunga dho,kayipaka,2009-07-16
mwinilunga dho,kafweku,2009-07-17
mwinilunga dho,jimbe,2009-07-17
mwinilunga dho,salujinga,2009-07-17
mwinilunga dho,nyangombe,2009-07-20
mwinilunga dho,katuyola,2009-07-20
mwinilunga dho,kanyihampa,2009-07-21
mwinilunga dho,kazozu,2009-07-22
mwinilunga dho,chisengi sengi,2009-07-22
mwinilunga dho,tom ilunga,2009-07-22
mwinilunga dho,musangila,2009-07-23
mwinilunga dho,sakapoti,2009-07-23
mwinilunga dho,ntambu sachitolu,2009-07-23
mwinilunga dho,lwawu,2009-07-23
mwinilunga dho,kakoma,2009-07-27
mwinilunga dho,sailunga,2009-07-27
mwinilunga dho,kapundu,2009-07-28
mwinilunga dho,kanyama,2009-07-28
mwinilunga dho,kamapanda,2009-07-29
mwinilunga dho,chiwoma,2009-07-29
mwinilunga dho,kanzenzi,2009-07-29
mwinilunga dho,ikelenge,2009-07-29
mwinilunga dho,mukangala,2009-07-29
mwinilunga dho,chibwika,2009-07-29
mwinilunga dho,lumwana,2009-07-30
mwinilunga dho,sachibondu,2009-07-31
mwinilunga dho,jimbe,2009-08-05
mwinilunga dho,kanyihampa,2009-08-07
mwinilunga dho,sakapoti,2009-08-11
mwinilunga dho,ntambu sachitolu,2009-08-11
mwinilunga dho,musangila,2009-08-11
mwinilunga dho,ikelenge,2009-08-12
mwinilunga dho,kalene (kawota),2009-08-12
mwinilunga dho,lwawu,2009-08-13
mwinilunga dho,kakoma,2009-08-13
mwinilunga dho,chibwika,2009-08-18
mwinilunga dho,kamapanda,2009-08-18
mwinilunga dho,chiwoma,2009-08-19
mwinilunga dho,kanzenzi,2009-08-19
mwinilunga dho,nyangombe,2009-08-20
mwinilunga dho,katuyola,2009-08-20
mwinilunga dho,sailunga,2009-08-20
mwinilunga dho,chisengi sengi,2009-08-21
mwinilunga dho,kazozu,2009-08-21
mwinilunga dho,tom ilunga,2009-08-21
mwinilunga dho,mukangala,2009-08-26
mwinilunga dho,ikelenge,2009-08-26
mwinilunga dho,kalene (kawota),2009-08-26
mwinilunga dho,kafweku,2009-08-26
mwinilunga dho,jimbe,2009-08-27
mwinilunga dho,salujinga,2009-08-27
mwinilunga dho,kayipaka,2009-08-27
mwinilunga dho,kapundu,2009-08-28
mwinilunga dho,kanyama,2009-08-28
mwinilunga dho,kakoma,2009-08-29
mwinilunga dho,lumwana,2009-08-29
mwinilunga dho,kazozu,2009-09-09
mwinilunga dho,kanyihampa,2009-09-10
mwinilunga dho,mukangala,2009-09-10
mwinilunga dho,lumwana,2009-09-18
mwinilunga dho,musangila,2009-09-18
mwinilunga dho,lwawu,2009-09-18
mwinilunga dho,sakapoti,2009-09-18
mwinilunga dho,sachibondu,2009-09-22
mwinilunga dho,kazozu,2009-09-23
mwinilunga dho,tom ilunga,2009-09-23
mwinilunga dho,katuyola,2009-09-24
mwinilunga dho,nyangombe,2009-09-24
mwinilunga dho,sailunga,2009-09-24
mwinilunga dho,chisengi sengi,2009-09-24
mwinilunga dho,sachibondu,2009-09-25
mwinilunga dho,mukangala,2009-09-25
mwinilunga dho,ikelenge,2009-09-25
mwinilunga dho,kalene (kawota),2009-09-25
mwinilunga dho,kayipaka,2009-09-26
mwinilunga dho,salujinga,2009-09-26
mwinilunga dho,jimbe,2009-09-26
mwinilunga dho,kafweku,2009-09-26
mwinilunga dho,chibwika,2009-09-28
mwinilunga dho,kamapanda,2009-09-28
mwinilunga dho,chiwoma,2009-09-29
mwinilunga dho,kanzenzi,2009-09-29
mwinilunga dho,kapundu,2009-09-30
mwinilunga dho,kanyama,2009-09-30
mwinilunga dho,kakoma,2009-10-01
mwinilunga dho,lumwana,2009-10-01
mwinilunga dho,kakoma,2009-10-01
mwinilunga dho,lumwana,2009-10-01
mwinilunga dho,ikelenge,2009-10-20
mwinilunga dho,kalene (kawota),2009-10-20
mwinilunga dho,kayipaka,2009-10-20
mwinilunga dho,salujinga,2009-10-20
mwinilunga dho,jimbe,2009-10-20
mwinilunga dho,kafweku,2009-10-20
mwinilunga dho,kapundu,2009-10-22
mwinilunga dho,kanyama,2009-10-22
mwinilunga dho,kakoma,2009-10-22
mwinilunga dho,lumwana,2009-10-22
mwinilunga dho,lwawu,2009-10-23
mwinilunga dho,musangila,2009-10-23
mwinilunga dho,sakapoti,2009-10-23
mwinilunga dho,sailunga,2009-10-27
mwinilunga dho,kazozu,2009-10-27
mwinilunga dho,chisengi sengi,2009-10-27
mwinilunga dho,tom ilunga,2009-10-27
mwinilunga dho,kamapanda,2009-10-30
mwinilunga dho,chibwika,2009-10-30
mwinilunga dho,chiwoma,2009-10-30
mwinilunga dho,kanzenzi,2009-10-30
mwinilunga dho,katuyola,2009-11-03
mwinilunga dho,nyangombe,2009-11-03
mwinilunga dho,katuyola,2009-11-03
mwinilunga dho,nyangombe,2009-11-03
mwinilunga dho,kanyihampa,2009-11-16
mwinilunga dho,kanyihampa,2009-11-18
mwinilunga dho,chiwoma,2009-11-19
mwinilunga dho,nyangombe,2009-11-20
mwinilunga dho,katuyola,2009-11-20
mwinilunga dho,sachibondu,2009-11-23
mwinilunga dho,mukangala,2009-11-23
mwinilunga dho,kayipaka,2009-11-23
mwinilunga dho,salujinga,2009-11-24
mwinilunga dho,jimbe,2009-11-24
mwinilunga dho,kafweku,2009-11-24
mwinilunga dho,kalene (kawota),2009-11-25
mwinilunga dho,ikelenge,2009-11-25
mwinilunga dho,sakapoti,2009-11-27
mwinilunga dho,kakoma,2009-12-01
mwinilunga dho,kamapanda,2009-12-02
mwinilunga dho,kanzenzi,2009-12-02
mwinilunga dho,chibwika,2009-12-02
mwinilunga dho,ikelenge,2009-12-03
mwinilunga dho,kapundu,2009-12-08
mwinilunga dho,musangila,2009-12-08
mwinilunga dho,mukangala,2009-12-09
mwinilunga dho,ikelenge,2009-12-09
mwinilunga dho,kayipaka,2009-12-09
mwinilunga dho,salujinga,2009-12-09
mwinilunga dho,jimbe,2009-12-09
mwinilunga dho,kafweku,2009-12-09
mwinilunga dho,kalene (kawota),2009-12-09
mwinilunga dho,kamapanda,2009-12-11
mwinilunga dho,chibwika,2009-12-11
mwinilunga dho,chiwoma,2009-12-11
mwinilunga dho,kanzenzi,2009-12-11
mwinilunga dho,katuyola,2009-12-12
mwinilunga dho,nyangombe,2009-12-12
mwinilunga dho,sailunga,2009-12-12
mwinilunga dho,kazozu,2009-12-12
mwinilunga dho,chisengi sengi,2009-12-12
mwinilunga dho,tom ilunga,2009-12-12
mwinilunga dho,kapundu,2009-12-14
mwinilunga dho,kanyama,2009-12-14
mwinilunga dho,kakoma,2009-12-14
mwinilunga dho,lumwana,2009-12-14
mwinilunga dho,musangila,2009-12-16
mwinilunga dho,lwawu,2009-12-16
mwinilunga dho,sakapoti,2009-12-16
mwinilunga dho,kanyihampa,2010-01-06
mwinilunga dho,lwawu,2010-01-07
mwinilunga dho,katuyola,2010-01-18
mwinilunga dho,nyangombe,2010-01-18
mwinilunga dho,sailunga,2010-01-18
mwinilunga dho,chisengi sengi,2010-01-18
mwinilunga dho,kazozu,2010-01-18
mwinilunga dho,tom ilunga,2010-01-18
mwinilunga dho,lumwana,2010-01-20
mwinilunga dho,kakoma,2010-01-20
mwinilunga dho,kanyama,2010-01-20
mwinilunga dho,kapundu,2010-01-20
mwinilunga dho,mukangala,2010-01-21
mwinilunga dho,ikelenge,2010-01-21
mwinilunga dho,kayipaka,2010-01-21
mwinilunga dho,kalene (kawota),2010-01-21
mwinilunga dho,kafweku,2010-01-21
mwinilunga dho,jimbe,2010-01-21
mwinilunga dho,salujinga,2010-01-21
mwinilunga dho,musangila,2010-01-21
mwinilunga dho,sakapoti,2010-01-23
mwinilunga dho,chibwika,2010-01-23
mwinilunga dho,chiwoma,2010-01-23
mwinilunga dho,kanzenzi,2010-01-23
mwinilunga dho,kanyihampa,2010-02-06
mwinilunga dho,sakapoti,2010-02-09
mwinilunga dho,lwawu,2010-02-09
mwinilunga dho,musangila,2010-02-09
mwinilunga dho,chibwika,2010-02-16
mwinilunga dho,chiwoma,2010-02-16
mwinilunga dho,kanzenzi,2010-02-16
mwinilunga dho,mukangala,2010-02-17
mwinilunga dho,ikelenge,2010-02-17
mwinilunga dho,kayipaka,2010-02-17
mwinilunga dho,kalene (kawota),2010-02-17
mwinilunga dho,salujinga,2010-02-17
mwinilunga dho,jimbe,2010-02-17
mwinilunga dho,kafweku,2010-02-17
mwinilunga dho,nyangombe,2010-02-22
mwinilunga dho,sailunga,2010-02-22
mwinilunga dho,chisengi sengi,2010-02-22
mwinilunga dho,kazozu,2010-02-22
mwinilunga dho,tom ilunga,2010-02-22
mwinilunga dho,katuyola,2010-02-25
mwinilunga dho,kapundu,2010-02-25
mwinilunga dho,kakoma,2010-02-25
mwinilunga dho,kanyama,2010-02-25
mwinilunga dho,lumwana,2010-02-25
mwinilunga dho,kanyihampa,2010-03-03
mwinilunga dho,lwawu,2010-03-08
mwinilunga dho,sachibondu,2010-03-09
mwinilunga dho,sailunga,2010-03-11
mwinilunga dho,chisengi sengi,2010-03-11
mwinilunga dho,kazozu,2010-03-11
mwinilunga dho,tom ilunga,2010-03-11
mwinilunga dho,katuyola,2010-03-16
mwinilunga dho,nyangombe,2010-03-16
mwinilunga dho,mukangala,2010-03-18
mwinilunga dho,ikelenge,2010-03-18
mwinilunga dho,kayipaka,2010-03-18
mwinilunga dho,salujinga,2010-03-18
mwinilunga dho,jimbe,2010-03-18
mwinilunga dho,kafweku,2010-03-18
mwinilunga dho,kalene (kawota),2010-03-18
mwinilunga dho,chibwika,2010-03-22
mwinilunga dho,chiwoma,2010-03-22
mwinilunga dho,kanzenzi,2010-03-22
mwinilunga dho,sakapoti,2010-03-22
mwinilunga dho,kapundu,2010-03-24
mwinilunga dho,kanyama,2010-03-24
mwinilunga dho,kakoma,2010-03-24
mwinilunga dho,lumwana,2010-03-24
mwinilunga dho,kanyihampa,2010-04-08
mwinilunga dho,lwawu,2010-04-09
mwinilunga dho,jimbe,2010-04-10
mwinilunga dho,ikelenge,2010-04-12
mwinilunga dho,chiwoma,2010-04-15
mwinilunga dho,kanzenzi,2010-04-15
mwinilunga dho,sakapoti,2010-04-16
mwinilunga dho,sachibondu,2010-04-16
nakonde dho,chozi,2009-04-08
nakonde dho,nakonde,2009-04-08
nakonde dho,nakonde,2009-04-08
nakonde dho,nakonde,2009-04-14
nakonde dho,nakonde,2009-04-14
nakonde dho,mwenzo,2009-04-14
nakonde dho,chanka,2009-04-17
nakonde dho,waitwika,2009-04-23
nakonde dho,ntatumbila,2009-04-23
nakonde dho,chilolwa,2009-04-25
nakonde dho,shem,2009-04-25
nakonde dho,mwenzo,2009-05-03
nakonde dho,nakonde,2009-05-08
nakonde dho,mwenzo,2009-05-11
nakonde dho,mwenzo,2009-05-11
nakonde dho,nakonde,2009-05-11
nakonde dho,nakonde,2009-05-13
nakonde dho,waitwika,2009-05-15
nakonde dho,chozi,2009-05-15
nakonde dho,chilolwa,2009-05-18
nakonde dho,shem,2009-05-19
nakonde dho,chozi,2009-05-20
nakonde dho,ntatumbila,2009-05-20
nakonde dho,chanka,2009-05-28
nakonde dho,chanka,2009-05-28
nakonde dho,chanka,2009-06-01
nakonde dho,shem,2009-06-01
nakonde dho,chilolwa,2009-06-01
nakonde dho,waitwika,2009-06-01
nakonde dho,chozi,2009-06-02
nakonde dho,ntatumbila,2009-06-02
nakonde dho,ntatumbila,2009-06-15
nakonde dho,mwenzo,2009-06-16
nakonde dho,shem,2009-06-17
nakonde dho,chanka,2009-06-17
nakonde dho,waitwika,2009-06-18
nakonde dho,chilolwa,2009-06-18
nakonde dho,nakonde,2009-06-19
nakonde dho,waitwika,2009-07-06
nakonde dho,chilolwa,2009-07-06
nakonde dho,mwenzo,2009-07-06
nakonde dho,chozi,2009-07-07
nakonde dho,ntatumbila,2009-07-07
nakonde dho,chanka,2009-07-08
nakonde dho,shem,2009-07-08
nakonde dho,nakonde,2009-07-13
nakonde dho,nakonde,2009-07-14
nakonde dho,mwenzo,2009-07-17
nakonde dho,waitwika,2009-07-20
nakonde dho,chilolwa,2009-07-20
nakonde dho,chozi,2009-07-22
nakonde dho,ntatumbila,2009-07-22
nakonde dho,chanka,2009-07-24
nakonde dho,shem,2009-07-24
nakonde dho,nakonde,2009-08-17
nakonde dho,nakonde,2009-08-19
nakonde dho,mwenzo,2009-08-20
nakonde dho,chilolwa,2009-08-21
nakonde dho,waitwika,2009-08-24
nakonde dho,shem,2009-08-25
nakonde dho,chozi,2009-08-26
nakonde dho,chanka,2009-08-28
nakonde dho,ntatumbila,2009-08-31
nakonde dho,nakonde,2009-09-08
nakonde dho,nakonde,2009-09-10
nakonde dho,nakonde,2009-09-14
nakonde dho,mwenzo,2009-09-15
nakonde dho,ntatumbila,2009-09-18
nakonde dho,waitwika,2009-09-21
nakonde dho,chilolwa,2009-09-23
nakonde dho,shem,2009-09-25
nakonde dho,chanka,2009-09-28
nakonde dho,chozi,2009-09-29
nakonde dho,mwenzo,2009-10-08
nakonde dho,nakonde,2009-10-09
nakonde dho,nakonde,2009-10-12
nakonde dho,mwenzo,2009-10-13
nakonde dho,waitwika,2009-10-16
nakonde dho,shem,2009-10-19
nakonde dho,chilolwa,2009-10-21
nakonde dho,chanka,2009-10-22
nakonde dho,chozi,2009-10-23
nakonde dho,ntatumbila,2009-10-27
nakonde dho,nakonde,2009-11-09
nakonde dho,mwenzo,2009-11-12
nakonde dho,nakonde,2009-11-13
nakonde dho,mwenzo,2009-11-17
nakonde dho,ntatumbila,2009-11-18
nakonde dho,shem,2009-11-20
nakonde dho,waitwika,2009-11-23
nakonde dho,chozi,2009-11-25
nakonde dho,chilolwa,2009-11-26
nakonde dho,chanka,2009-11-30
nakonde dho,nakonde,2009-12-07
nakonde dho,mwenzo,2009-12-10
nakonde dho,nakonde,2009-12-11
nakonde dho,ntatumbila,2009-12-18
nakonde dho,waitwika,2009-12-21
nakonde dho,chozi,2009-12-24
nakonde dho,shem,2009-12-25
nakonde dho,chilolwa,2009-12-28
nakonde dho,chanka,2009-12-29
nakonde dho,mwenzo,2009-12-30
nakonde dho,mwenzo,2010-01-04
nakonde dho,mwenzo,2010-01-05
nakonde dho,chanka,2010-01-08
nakonde dho,nakonde,2010-01-09
nakonde dho,nakonde,2010-01-12
nakonde dho,shem,2010-01-14
nakonde dho,chanka,2010-01-19
nakonde dho,mwenzo,2010-01-22
nakonde dho,chilolwa,2010-01-28
nakonde dho,chozi,2010-01-28
nakonde dho,ntatumbila,2010-01-28
nakonde dho,waitwika,2010-01-29
nakonde dho,nakonde,2010-02-08
nakonde dho,shem,2010-02-08
nakonde dho,mwenzo,2010-02-10
nakonde dho,nakonde,2010-02-11
