district,facility,start_date,end_date,lead_time
mkushi dho,chimika,2009-10-06,2009-10-30,24
mkushi dho,chimika,2009-10-07,2009-10-30,23
mkushi dho,nkolonga,2009-07-09,2009-07-12,3
mkushi dho,nkolonga,2009-08-05,2009-08-06,1
mkushi dho,nkolonga,2009-09-01,2009-09-02,1
mkushi dho,nkolonga,2009-10-06,2009-10-16,10
mkushi dho,nkolonga,2009-11-03,2009-11-26,23
mkushi dho,nkolonga,2009-12-01,2009-12-03,2
mkushi dho,nkolonga,2010-01-07,2010-02-08,32
mkushi dho,nkolonga,2010-02-04,2010-02-08,4
mkushi dho,nkolonga,2010-03-04,2010-04-09,36
mkushi dho,nkolonga,2010-04-09,2010-04-19,10
mkushi dho,nkolonga,2009-10-07,2009-10-16,9
mkushi dho,nkolonga,2009-12-02,2009-12-03,1
mkushi dho,kakushi,2009-07-09,2009-07-12,3
mkushi dho,kakushi,2009-08-05,2009-08-10,5
mkushi dho,kakushi,2009-09-01,2009-09-29,28
mkushi dho,kakushi,2009-10-06,2009-10-20,14
mkushi dho,kakushi,2009-11-03,2009-11-29,26
mkushi dho,kakushi,2009-12-01,2009-12-04,3
mkushi dho,kakushi,2010-01-07,2010-01-08,1
mkushi dho,kakushi,2010-02-04,2010-02-08,4
mkushi dho,kakushi,2010-03-04,2010-03-13,9
mkushi dho,kakushi,2010-04-09,2010-04-15,6
mkushi dho,kakushi,2009-10-07,2009-10-20,13
mkushi dho,kakushi,2009-12-02,2009-12-04,2
mkushi dho,kampelembe,2009-07-09,2009-07-10,1
mkushi dho,kampelembe,2009-08-05,2009-08-09,4
mkushi dho,kampelembe,2009-09-01,2009-09-19,18
mkushi dho,kampelembe,2009-10-06,2009-10-21,15
mkushi dho,kampelembe,2009-11-03,2009-11-12,9
mkushi dho,kampelembe,2009-12-01,2009-12-03,2
mkushi dho,kampelembe,2010-01-07,2010-02-17,41
mkushi dho,kampelembe,2010-02-04,2010-02-17,13
mkushi dho,kampelembe,2010-03-04,2010-03-10,6
mkushi dho,kampelembe,2010-04-09,2010-04-27,18
mkushi dho,kampelembe,2009-10-07,2009-10-21,14
mkushi dho,kampelembe,2009-12-02,2009-12-03,1
mkushi dho,old mkushi,2009-07-09,2009-07-13,4
mkushi dho,old mkushi,2009-08-05,2009-08-09,4
mkushi dho,old mkushi,2009-09-01,2009-09-19,18
mkushi dho,old mkushi,2009-10-06,2009-11-12,37
mkushi dho,old mkushi,2009-11-03,2009-11-12,9
mkushi dho,old mkushi,2009-12-01,2010-01-03,33
mkushi dho,old mkushi,2010-01-07,2010-02-17,41
mkushi dho,old mkushi,2010-02-04,2010-02-17,13
mkushi dho,old mkushi,2010-03-04,2010-03-21,17
mkushi dho,old mkushi,2009-10-07,2009-11-12,36
mkushi dho,old mkushi,2009-12-02,2010-01-03,32
mkushi dho,chembe,2009-09-01,2009-09-10,9
mkushi dho,chembe,2009-10-06,2009-11-19,44
mkushi dho,chembe,2009-11-03,2009-11-19,16
mkushi dho,chembe,2009-12-01,2010-02-18,79
mkushi dho,chembe,2010-01-07,2010-02-18,42
mkushi dho,chembe,2010-02-04,2010-02-18,14
mkushi dho,chembe,2009-10-07,2009-11-19,43
mkushi dho,chembe,2009-12-02,2010-02-18,78
mkushi dho,chengelo,2009-10-06,2009-10-16,10
mkushi dho,chengelo,2009-11-03,2009-11-12,9
mkushi dho,chengelo,2009-12-01,2009-12-04,3
mkushi dho,chengelo,2010-01-07,2010-02-04,28
mkushi dho,chengelo,2010-02-04,2010-03-04,28
mkushi dho,chengelo,2010-03-04,2010-04-09,36
mkushi dho,chengelo,2009-10-07,2009-10-16,9
mkushi dho,chengelo,2009-12-02,2009-12-04,2
mkushi dho,moffat,2009-11-03,2009-11-11,8
mkushi dho,moffat,2009-12-01,2009-12-03,2
mkushi dho,moffat,2010-01-07,2010-02-05,29
mkushi dho,moffat,2010-02-04,2010-02-05,1
mkushi dho,moffat,2010-03-04,2010-04-09,36
mkushi dho,moffat,2009-12-02,2009-12-03,1
mungwi dho,nseluka,2009-06-03,2009-06-24,21
mungwi dho,nseluka,2009-07-10,2009-08-01,22
mungwi dho,nseluka,2009-08-06,2009-08-22,16
mungwi dho,nseluka,2009-09-02,2009-09-15,13
mungwi dho,nseluka,2009-10-07,2009-10-19,12
mungwi dho,nseluka,2009-11-04,2009-12-22,48
mungwi dho,nseluka,2009-12-02,2009-12-22,20
mungwi dho,nseluka,2010-01-06,2010-01-31,25
mungwi dho,nseluka,2010-02-03,2010-02-15,12
mungwi dho,nseluka,2010-03-03,2010-03-13,10
mungwi dho,nseluka,2010-04-08,2010-04-16,8
mungwi dho,chimba,2009-06-03,2009-06-30,27
mungwi dho,chimba,2009-07-10,2009-08-01,22
mungwi dho,chimba,2009-08-06,2009-08-22,16
mungwi dho,chimba,2009-09-02,2009-09-14,12
mungwi dho,chimba,2009-10-07,2009-10-21,14
mungwi dho,chimba,2009-11-04,2009-12-24,50
mungwi dho,chimba,2009-12-02,2009-12-24,22
mungwi dho,chimba,2010-01-06,2010-02-08,33
mungwi dho,chimba,2010-02-03,2010-02-08,5
mungwi dho,chimba,2010-03-03,2010-03-12,9
mungwi dho,chimba,2010-04-08,2010-04-17,9
mungwi dho,mumba,2009-06-03,2009-06-22,19
mungwi dho,mumba,2009-07-10,2009-07-31,21
mungwi dho,mumba,2009-08-06,2009-08-21,15
mungwi dho,mumba,2009-09-02,2009-09-10,8
mungwi dho,mumba,2009-10-07,2009-10-20,13
mungwi dho,mumba,2009-11-04,2009-12-23,49
mungwi dho,mumba,2009-12-02,2009-12-23,21
mungwi dho,mumba,2010-01-06,2010-02-12,37
mungwi dho,mumba,2010-02-03,2010-02-12,9
mungwi dho,mumba,2010-03-03,2010-03-11,8
mungwi dho,mumba,2010-04-08,2010-04-13,5
mungwi dho,kapolyo,2009-06-03,2009-06-23,20
mungwi dho,kapolyo,2009-07-10,2009-07-31,21
mungwi dho,kapolyo,2009-08-06,2009-08-21,15
mungwi dho,kapolyo,2009-09-02,2009-09-11,9
mungwi dho,kapolyo,2009-10-07,2009-10-20,13
mungwi dho,kapolyo,2009-11-04,2009-12-23,49
mungwi dho,kapolyo,2009-12-02,2009-12-23,21
mungwi dho,kapolyo,2010-01-06,2010-02-11,36
mungwi dho,kapolyo,2010-02-03,2010-02-11,8
mungwi dho,kapolyo,2010-03-03,2010-03-11,8
mungwi dho,kapolyo,2010-04-08,2010-04-13,5
mungwi dho,kalulu,2009-06-03,2009-06-26,23
mungwi dho,kalulu,2009-07-10,2009-08-04,25
mungwi dho,kalulu,2009-08-06,2009-08-25,19
mungwi dho,kalulu,2009-09-02,2009-09-22,20
mungwi dho,kalulu,2009-10-07,2009-10-23,16
mungwi dho,kalulu,2009-11-04,2009-12-08,34
mungwi dho,kalulu,2009-12-02,2009-12-08,6
mungwi dho,kalulu,2010-01-06,2010-01-19,13
mungwi dho,kalulu,2010-02-03,2010-02-19,16
mungwi dho,kalulu,2010-03-03,2010-03-16,13
mungwi dho,kalulu,2010-04-08,2010-04-14,6
mungwi dho,kayambi mission,2009-06-03,2009-06-26,23
mungwi dho,kayambi mission,2009-07-10,2009-08-04,25
mungwi dho,kayambi mission,2009-08-06,2009-08-24,18
mungwi dho,kayambi mission,2009-09-02,2009-09-22,20
mungwi dho,kayambi mission,2009-10-07,2009-10-23,16
mungwi dho,kayambi mission,2009-11-04,2009-12-09,35
mungwi dho,kayambi mission,2009-12-02,2009-12-09,7
mungwi dho,kayambi mission,2010-01-06,2010-01-18,12
mungwi dho,kayambi mission,2010-02-03,2010-02-18,15
mungwi dho,kayambi mission,2010-03-03,2010-03-16,13
mungwi dho,kayambi mission,2010-04-08,2010-04-14,6
mungwi dho,malole,2009-06-03,2009-06-23,20
mungwi dho,malole,2009-07-10,2009-07-30,20
mungwi dho,malole,2009-08-06,2009-08-21,15
mungwi dho,malole,2009-09-02,2009-09-11,9
mungwi dho,malole,2009-10-07,2009-10-20,13
mungwi dho,malole,2009-11-04,2009-12-24,50
mungwi dho,malole,2009-12-02,2009-12-24,22
mungwi dho,malole,2010-01-06,2010-02-09,34
mungwi dho,malole,2010-02-03,2010-02-09,6
mungwi dho,malole,2010-03-03,2010-03-12,9
mungwi dho,malole,2010-04-08,2010-04-13,5
mungwi dho,ndasa,2009-06-03,2009-06-22,19
mungwi dho,ndasa,2009-07-10,2009-07-31,21
mungwi dho,ndasa,2009-08-06,2009-08-21,15
mungwi dho,ndasa,2009-09-02,2009-09-10,8
mungwi dho,ndasa,2009-10-07,2009-10-21,14
mungwi dho,ndasa,2009-11-04,2009-12-23,49
mungwi dho,ndasa,2009-12-02,2009-12-23,21
mungwi dho,ndasa,2010-01-06,2010-01-22,16
mungwi dho,ndasa,2010-02-03,2010-02-12,9
mungwi dho,ndasa,2010-03-03,2010-03-11,8
mungwi dho,ndasa,2010-04-08,2010-04-13,5
mungwi dho,ngoli,2009-06-03,2009-06-24,21
mungwi dho,ngoli,2009-07-10,2009-07-29,19
mungwi dho,ngoli,2009-08-06,2009-08-22,16
mungwi dho,ngoli,2009-09-02,2009-09-15,13
mungwi dho,ngoli,2009-10-07,2009-10-19,12
mungwi dho,ngoli,2009-11-04,2009-12-22,48
mungwi dho,ngoli,2009-12-02,2009-12-22,20
mungwi dho,ngoli,2010-01-06,2010-01-31,25
mungwi dho,ngoli,2010-02-03,2010-02-15,12
mungwi dho,ngoli,2010-03-03,2010-03-13,10
mungwi dho,ngoli,2010-04-08,2010-04-16,8
mungwi dho,rosa,2009-06-03,2009-06-24,21
mungwi dho,rosa,2009-07-10,2009-07-30,20
mungwi dho,rosa,2009-08-06,2009-08-22,16
mungwi dho,rosa,2009-09-02,2009-09-14,12
mungwi dho,rosa,2009-10-07,2009-10-19,12
mungwi dho,rosa,2009-11-04,2009-12-22,48
mungwi dho,rosa,2009-12-02,2009-12-22,20
mungwi dho,rosa,2010-01-06,2010-02-15,40
mungwi dho,rosa,2010-02-03,2010-02-15,12
mungwi dho,rosa,2010-03-03,2010-03-13,10
mungwi dho,rosa,2010-04-08,2010-04-16,8
mungwi dho,makasa,2009-06-03,2009-06-25,22
mungwi dho,makasa,2009-07-10,2009-08-03,24
mungwi dho,makasa,2009-08-06,2009-08-23,17
mungwi dho,makasa,2009-09-02,2009-09-23,21
mungwi dho,makasa,2009-10-07,2009-10-22,15
mungwi dho,makasa,2009-11-04,2009-12-10,36
mungwi dho,makasa,2009-12-02,2009-12-10,8
mungwi dho,makasa,2010-01-06,2010-01-20,14
mungwi dho,makasa,2010-02-03,2010-02-17,14
mungwi dho,makasa,2010-03-03,2010-03-15,12
mungwi dho,makasa,2010-04-08,2010-04-14,6
mungwi dho,peleti,2009-06-03,2009-06-25,22
mungwi dho,peleti,2009-07-10,2009-08-03,24
mungwi dho,peleti,2009-08-06,2009-08-23,17
mungwi dho,peleti,2009-09-02,2009-09-17,15
mungwi dho,peleti,2009-10-07,2009-10-22,15
mungwi dho,peleti,2009-11-04,2009-11-24,20
mungwi dho,peleti,2009-12-02,2009-12-10,8
mungwi dho,peleti,2010-01-06,2010-01-21,15
mungwi dho,peleti,2010-02-03,2010-02-16,13
mungwi dho,peleti,2010-03-03,2010-03-15,12
mungwi dho,peleti,2010-04-08,2010-04-17,9
mungwi dho,chitimukulu,2009-06-03,2009-06-30,27
mungwi dho,chitimukulu,2009-07-10,2009-08-01,22
mungwi dho,chitimukulu,2009-08-06,2009-08-22,16
mungwi dho,chitimukulu,2009-09-02,2009-09-17,15
mungwi dho,chitimukulu,2009-10-07,2009-10-21,14
mungwi dho,chitimukulu,2009-11-04,2009-12-24,50
mungwi dho,chitimukulu,2009-12-02,2009-12-24,22
mungwi dho,chitimukulu,2010-01-06,2010-02-10,35
mungwi dho,chitimukulu,2010-02-03,2010-02-10,7
mungwi dho,chitimukulu,2010-03-03,2010-03-12,9
mungwi dho,chitimukulu,2010-04-08,2010-04-17,9
mungwi dho,mungwi baptist,2009-06-03,2009-06-22,19
mungwi dho,mungwi baptist,2009-07-10,2009-08-26,47
mungwi dho,mungwi baptist,2009-08-06,2009-08-26,20
mungwi dho,mungwi baptist,2009-09-02,2009-09-09,7
mungwi dho,mungwi baptist,2009-10-07,2009-10-15,8
mungwi dho,mungwi baptist,2009-11-04,2009-11-16,12
mungwi dho,mungwi baptist,2009-12-02,2009-12-07,5
mungwi dho,mungwi baptist,2010-01-06,2010-01-18,12
mungwi dho,mungwi baptist,2010-02-03,2010-03-04,29
mungwi dho,mungwi baptist,2010-03-03,2010-03-04,1
mungwi dho,mungwi baptist,2010-04-08,2010-04-12,4
mwinilunga dho,kapundu,2009-04-09,2009-05-07,28
mwinilunga dho,kapundu,2009-05-07,2009-06-16,40
mwinilunga dho,kapundu,2009-06-04,2009-06-16,12
mwinilunga dho,kapundu,2009-07-10,2009-07-28,18
mwinilunga dho,kapundu,2009-08-07,2009-08-28,21
mwinilunga dho,kapundu,2009-09-03,2009-09-30,27
mwinilunga dho,kapundu,2009-10-08,2009-10-22,14
mwinilunga dho,kapundu,2009-11-05,2009-12-08,33
mwinilunga dho,kapundu,2009-12-03,2009-12-08,5
mwinilunga dho,kapundu,2010-01-06,2010-01-20,14
mwinilunga dho,kapundu,2010-02-03,2010-02-25,22
mwinilunga dho,kapundu,2010-03-03,2010-03-24,21
mwinilunga dho,ikelenge,2009-04-09,2009-05-20,41
mwinilunga dho,ikelenge,2009-05-07,2009-05-20,13
mwinilunga dho,ikelenge,2009-06-04,2009-06-19,15
mwinilunga dho,ikelenge,2009-07-10,2009-07-16,6
mwinilunga dho,ikelenge,2009-08-07,2009-08-12,5
mwinilunga dho,ikelenge,2009-09-03,2009-09-25,22
mwinilunga dho,ikelenge,2009-10-08,2009-10-20,12
mwinilunga dho,ikelenge,2009-11-05,2009-11-25,20
mwinilunga dho,ikelenge,2009-12-03,2009-12-09,6
mwinilunga dho,ikelenge,2010-01-06,2010-01-21,15
mwinilunga dho,ikelenge,2010-02-03,2010-02-17,14
mwinilunga dho,ikelenge,2010-03-03,2010-03-18,15
mwinilunga dho,ikelenge,2010-04-08,2010-04-12,4
mwinilunga dho,kafweku,2009-04-09,2009-06-22,74
mwinilunga dho,kafweku,2009-05-07,2009-06-22,46
mwinilunga dho,kafweku,2009-06-04,2009-06-22,18
mwinilunga dho,kafweku,2009-07-10,2009-07-17,7
mwinilunga dho,kafweku,2009-08-07,2009-08-26,19
mwinilunga dho,kafweku,2009-09-03,2009-09-26,23
mwinilunga dho,kafweku,2009-10-08,2009-10-20,12
mwinilunga dho,kafweku,2009-11-05,2009-11-24,19
mwinilunga dho,kafweku,2009-12-03,2009-12-09,6
mwinilunga dho,kafweku,2010-01-06,2010-01-21,15
mwinilunga dho,kafweku,2010-02-03,2010-02-17,14
mwinilunga dho,kafweku,2010-03-03,2010-03-18,15
mwinilunga dho,katuyola,2009-05-07,2009-05-21,14
mwinilunga dho,katuyola,2009-06-04,2009-06-08,4
mwinilunga dho,katuyola,2009-07-10,2009-07-20,10
mwinilunga dho,katuyola,2009-08-07,2009-08-20,13
mwinilunga dho,katuyola,2009-09-03,2009-09-24,21
mwinilunga dho,katuyola,2009-10-08,2009-11-03,26
mwinilunga dho,katuyola,2009-11-05,2009-11-20,15
mwinilunga dho,katuyola,2009-12-03,2009-12-12,9
mwinilunga dho,katuyola,2010-01-06,2010-01-18,12
mwinilunga dho,katuyola,2010-02-03,2010-02-25,22
mwinilunga dho,katuyola,2010-03-03,2010-03-16,13
mwinilunga dho,nyangombe,2009-05-07,2009-05-13,6
mwinilunga dho,nyangombe,2009-06-04,2009-06-16,12
mwinilunga dho,nyangombe,2009-07-10,2009-07-20,10
mwinilunga dho,nyangombe,2009-08-07,2009-08-20,13
mwinilunga dho,nyangombe,2009-09-03,2009-09-24,21
mwinilunga dho,nyangombe,2009-10-08,2009-11-03,26
mwinilunga dho,nyangombe,2009-11-05,2009-11-20,15
mwinilunga dho,nyangombe,2009-12-03,2009-12-12,9
mwinilunga dho,nyangombe,2010-01-06,2010-01-18,12
mwinilunga dho,nyangombe,2010-02-03,2010-02-22,19
mwinilunga dho,nyangombe,2010-03-03,2010-03-16,13
mwinilunga dho,sachibondu,2009-05-07,2009-07-16,70
mwinilunga dho,sachibondu,2009-06-04,2009-07-16,42
mwinilunga dho,sachibondu,2009-07-10,2009-07-16,6
mwinilunga dho,sachibondu,2009-08-07,2009-09-22,46
mwinilunga dho,sachibondu,2009-09-03,2009-09-22,19
mwinilunga dho,sachibondu,2009-10-08,2009-11-23,46
mwinilunga dho,sachibondu,2009-11-05,2009-11-23,18
mwinilunga dho,sachibondu,2009-12-03,2010-03-09,96
mwinilunga dho,sachibondu,2010-01-06,2010-03-09,62
mwinilunga dho,sachibondu,2010-02-03,2010-03-09,34
mwinilunga dho,sachibondu,2010-03-03,2010-03-09,6
mwinilunga dho,sachibondu,2010-04-08,2010-04-16,8
mwinilunga dho,lumwana,2009-05-07,2009-05-08,1
mwinilunga dho,lumwana,2009-06-04,2009-06-25,21
mwinilunga dho,lumwana,2009-07-10,2009-07-30,20
mwinilunga dho,lumwana,2009-08-07,2009-08-29,22
mwinilunga dho,lumwana,2009-09-03,2009-09-18,15
mwinilunga dho,lumwana,2009-10-08,2009-10-22,14
mwinilunga dho,lumwana,2009-11-05,2009-12-14,39
mwinilunga dho,lumwana,2009-12-03,2009-12-14,11
mwinilunga dho,lumwana,2010-01-06,2010-01-20,14
mwinilunga dho,lumwana,2010-02-03,2010-02-25,22
mwinilunga dho,lumwana,2010-03-03,2010-03-24,21
mwinilunga dho,kazozu,2009-05-07,2009-06-18,42
mwinilunga dho,kazozu,2009-06-04,2009-06-18,14
mwinilunga dho,kazozu,2009-07-10,2009-07-22,12
mwinilunga dho,kazozu,2009-08-07,2009-08-21,14
mwinilunga dho,kazozu,2009-09-03,2009-09-09,6
mwinilunga dho,kazozu,2009-10-08,2009-10-27,19
mwinilunga dho,kazozu,2009-11-05,2009-12-12,37
mwinilunga dho,kazozu,2009-12-03,2009-12-12,9
mwinilunga dho,kazozu,2010-01-06,2010-01-18,12
mwinilunga dho,kazozu,2010-02-03,2010-02-22,19
mwinilunga dho,kazozu,2010-03-03,2010-03-11,8
mwinilunga dho,sailunga,2009-05-07,2009-05-18,11
mwinilunga dho,sailunga,2009-06-04,2009-06-17,13
mwinilunga dho,sailunga,2009-07-10,2009-07-27,17
mwinilunga dho,sailunga,2009-08-07,2009-08-20,13
mwinilunga dho,sailunga,2009-09-03,2009-09-24,21
mwinilunga dho,sailunga,2009-10-08,2009-10-27,19
mwinilunga dho,sailunga,2009-11-05,2009-12-12,37
mwinilunga dho,sailunga,2009-12-03,2009-12-12,9
mwinilunga dho,sailunga,2010-01-06,2010-01-18,12
mwinilunga dho,sailunga,2010-02-03,2010-02-22,19
mwinilunga dho,sailunga,2010-03-03,2010-03-11,8
mwinilunga dho,chibwika,2009-05-07,2009-06-26,50
mwinilunga dho,chibwika,2009-06-04,2009-06-26,22
mwinilunga dho,chibwika,2009-07-10,2009-07-29,19
mwinilunga dho,chibwika,2009-08-07,2009-08-18,11
mwinilunga dho,chibwika,2009-09-03,2009-09-28,25
mwinilunga dho,chibwika,2009-10-08,2009-10-30,22
mwinilunga dho,chibwika,2009-11-05,2009-12-02,27
mwinilunga dho,chibwika,2009-12-03,2009-12-11,8
mwinilunga dho,chibwika,2010-01-06,2010-01-23,17
mwinilunga dho,chibwika,2010-02-03,2010-02-16,13
mwinilunga dho,chibwika,2010-03-03,2010-03-22,19
mwinilunga dho,chisengi sengi,2009-05-07,2009-06-05,29
mwinilunga dho,chisengi sengi,2009-06-04,2009-06-05,1
mwinilunga dho,chisengi sengi,2009-07-10,2009-07-22,12
mwinilunga dho,chisengi sengi,2009-08-07,2009-08-21,14
mwinilunga dho,chisengi sengi,2009-09-03,2009-09-24,21
mwinilunga dho,chisengi sengi,2009-10-08,2009-10-27,19
mwinilunga dho,chisengi sengi,2009-11-05,2009-12-12,37
mwinilunga dho,chisengi sengi,2009-12-03,2009-12-12,9
mwinilunga dho,chisengi sengi,2010-01-06,2010-01-18,12
mwinilunga dho,chisengi sengi,2010-02-03,2010-02-22,19
mwinilunga dho,chisengi sengi,2010-03-03,2010-03-11,8
mwinilunga dho,salujinga,2009-05-07,2009-06-19,43
mwinilunga dho,salujinga,2009-06-04,2009-06-19,15
mwinilunga dho,salujinga,2009-07-10,2009-07-17,7
mwinilunga dho,salujinga,2009-08-07,2009-08-27,20
mwinilunga dho,salujinga,2009-09-03,2009-09-26,23
mwinilunga dho,salujinga,2009-10-08,2009-10-20,12
mwinilunga dho,salujinga,2009-11-05,2009-11-24,19
mwinilunga dho,salujinga,2009-12-03,2009-12-09,6
mwinilunga dho,salujinga,2010-01-06,2010-01-21,15
mwinilunga dho,salujinga,2010-02-03,2010-02-17,14
mwinilunga dho,salujinga,2010-03-03,2010-03-18,15
mwinilunga dho,kalene (kawota),2009-05-07,2009-06-22,46
mwinilunga dho,kalene (kawota),2009-06-04,2009-06-22,18
mwinilunga dho,kalene (kawota),2009-07-10,2009-08-12,33
mwinilunga dho,kalene (kawota),2009-08-07,2009-08-12,5
mwinilunga dho,kalene (kawota),2009-09-03,2009-09-25,22
mwinilunga dho,kalene (kawota),2009-10-08,2009-10-20,12
mwinilunga dho,kalene (kawota),2009-11-05,2009-11-25,20
mwinilunga dho,kalene (kawota),2009-12-03,2009-12-09,6
mwinilunga dho,kalene (kawota),2010-01-06,2010-01-21,15
mwinilunga dho,kalene (kawota),2010-02-03,2010-02-17,14
mwinilunga dho,kalene (kawota),2010-03-03,2010-03-18,15
mwinilunga dho,kayipaka,2009-05-07,2009-05-21,14
mwinilunga dho,kayipaka,2009-06-04,2009-06-08,4
mwinilunga dho,kayipaka,2009-07-10,2009-07-16,6
mwinilunga dho,kayipaka,2009-08-07,2009-08-27,20
mwinilunga dho,kayipaka,2009-09-03,2009-09-26,23
mwinilunga dho,kayipaka,2009-10-08,2009-10-20,12
mwinilunga dho,kayipaka,2009-11-05,2009-11-23,18
mwinilunga dho,kayipaka,2009-12-03,2009-12-09,6
mwinilunga dho,kayipaka,2010-01-06,2010-01-21,15
mwinilunga dho,kayipaka,2010-02-03,2010-02-17,14
mwinilunga dho,kayipaka,2010-03-03,2010-03-18,15
mwinilunga dho,kamapanda,2009-05-07,2009-06-23,47
mwinilunga dho,kamapanda,2009-06-04,2009-06-23,19
mwinilunga dho,kamapanda,2009-07-10,2009-07-29,19
mwinilunga dho,kamapanda,2009-08-07,2009-08-18,11
mwinilunga dho,kamapanda,2009-09-03,2009-09-28,25
mwinilunga dho,kamapanda,2009-10-08,2009-10-30,22
mwinilunga dho,kamapanda,2009-11-05,2009-12-02,27
mwinilunga dho,kamapanda,2009-12-03,2009-12-11,8
mwinilunga dho,ntambu sachitolu,2009-05-07,2009-06-25,49
mwinilunga dho,ntambu sachitolu,2009-06-04,2009-06-25,21
mwinilunga dho,ntambu sachitolu,2009-07-10,2009-07-23,13
mwinilunga dho,ntambu sachitolu,2009-08-07,2009-08-11,4
mwinilunga dho,kanyama,2009-05-07,2009-06-16,40
mwinilunga dho,kanyama,2009-06-04,2009-06-16,12
mwinilunga dho,kanyama,2009-07-10,2009-07-28,18
mwinilunga dho,kanyama,2009-08-07,2009-08-28,21
mwinilunga dho,kanyama,2009-09-03,2009-09-30,27
mwinilunga dho,kanyama,2009-10-08,2009-10-22,14
mwinilunga dho,kanyama,2009-11-05,2009-12-14,39
mwinilunga dho,kanyama,2009-12-03,2009-12-14,11
mwinilunga dho,kanyama,2010-01-06,2010-01-20,14
mwinilunga dho,kanyama,2010-02-03,2010-02-25,22
mwinilunga dho,kanyama,2010-03-03,2010-03-24,21
mwinilunga dho,kakoma,2009-05-07,2009-05-13,6
mwinilunga dho,kakoma,2009-06-04,2009-06-25,21
mwinilunga dho,kakoma,2009-07-10,2009-07-27,17
mwinilunga dho,kakoma,2009-08-07,2009-08-13,6
mwinilunga dho,kakoma,2009-09-03,2009-10-01,28
mwinilunga dho,kakoma,2009-10-08,2009-10-22,14
mwinilunga dho,kakoma,2009-11-05,2009-12-01,26
mwinilunga dho,kakoma,2009-12-03,2009-12-14,11
mwinilunga dho,kakoma,2010-01-06,2010-01-20,14
mwinilunga dho,kakoma,2010-02-03,2010-02-25,22
mwinilunga dho,kakoma,2010-03-03,2010-03-24,21
mwinilunga dho,musangila,2009-05-07,2009-06-16,40
mwinilunga dho,musangila,2009-06-04,2009-06-16,12
mwinilunga dho,musangila,2009-07-10,2009-07-23,13
mwinilunga dho,musangila,2009-08-07,2009-08-11,4
mwinilunga dho,musangila,2009-09-03,2009-09-18,15
mwinilunga dho,musangila,2009-10-08,2009-10-23,15
mwinilunga dho,musangila,2009-11-05,2009-12-08,33
mwinilunga dho,musangila,2009-12-03,2009-12-08,5
mwinilunga dho,musangila,2010-01-06,2010-01-21,15
mwinilunga dho,musangila,2010-02-03,2010-02-09,6
mwinilunga dho,mukangala,2009-05-07,2009-05-19,12
mwinilunga dho,mukangala,2009-06-04,2009-06-16,12
mwinilunga dho,mukangala,2009-07-10,2009-07-29,19
mwinilunga dho,mukangala,2009-08-07,2009-08-26,19
mwinilunga dho,mukangala,2009-09-03,2009-09-10,7
mwinilunga dho,mukangala,2009-10-08,2009-11-23,46
mwinilunga dho,mukangala,2009-11-05,2009-11-23,18
mwinilunga dho,mukangala,2009-12-03,2009-12-09,6
mwinilunga dho,mukangala,2010-01-06,2010-01-21,15
mwinilunga dho,mukangala,2010-02-03,2010-02-17,14
mwinilunga dho,mukangala,2010-03-03,2010-03-18,15
mwinilunga dho,lwawu,2009-05-07,2009-05-11,4
mwinilunga dho,lwawu,2009-06-04,2009-06-10,6
mwinilunga dho,lwawu,2009-07-10,2009-07-23,13
mwinilunga dho,lwawu,2009-08-07,2009-08-13,6
mwinilunga dho,lwawu,2009-09-03,2009-09-18,15
mwinilunga dho,lwawu,2009-10-08,2009-10-23,15
mwinilunga dho,lwawu,2009-11-05,2009-12-16,41
mwinilunga dho,lwawu,2009-12-03,2009-12-16,13
mwinilunga dho,lwawu,2010-01-06,2010-01-07,1
mwinilunga dho,lwawu,2010-02-03,2010-02-09,6
mwinilunga dho,lwawu,2010-03-03,2010-03-08,5
mwinilunga dho,lwawu,2010-04-08,2010-04-09,1
mwinilunga dho,jimbe,2009-05-07,2009-05-11,4
mwinilunga dho,jimbe,2009-06-04,2009-06-22,18
mwinilunga dho,jimbe,2009-07-10,2009-07-17,7
mwinilunga dho,jimbe,2009-08-07,2009-08-27,20
mwinilunga dho,jimbe,2009-09-03,2009-09-26,23
mwinilunga dho,jimbe,2009-10-08,2009-10-20,12
mwinilunga dho,jimbe,2009-11-05,2009-11-24,19
mwinilunga dho,jimbe,2009-12-03,2009-12-09,6
mwinilunga dho,jimbe,2010-01-06,2010-01-21,15
mwinilunga dho,jimbe,2010-02-03,2010-02-17,14
mwinilunga dho,jimbe,2010-03-03,2010-03-18,15
mwinilunga dho,jimbe,2010-04-08,2010-04-10,2
mwinilunga dho,chiwoma,2009-05-07,2009-05-22,15
mwinilunga dho,chiwoma,2009-06-04,2009-06-26,22
mwinilunga dho,chiwoma,2009-07-10,2009-07-29,19
mwinilunga dho,chiwoma,2009-08-07,2009-08-19,12
mwinilunga dho,chiwoma,2009-09-03,2009-09-29,26
mwinilunga dho,chiwoma,2009-10-08,2009-10-30,22
mwinilunga dho,chiwoma,2009-11-05,2009-11-19,14
mwinilunga dho,chiwoma,2009-12-03,2009-12-11,8
mwinilunga dho,chiwoma,2010-01-06,2010-01-23,17
mwinilunga dho,chiwoma,2010-02-03,2010-02-16,13
mwinilunga dho,chiwoma,2010-03-03,2010-03-22,19
mwinilunga dho,chiwoma,2010-04-08,2010-04-15,7
